gene_id	simbol	ratio
422596	THAP9	2.023066485753053
422597	SEC31A	1.0626663708961845
422598	SCD5	0.5
422599	TMEM150C	1.4814814814814814
422600	ENOPH1	1.0946773433820065
422601	HNRPDL	2.953128406365817
422602	HNRNPD	2.450980392156863
422603	PLAC8	0
422605	COQ2	2.051851851851852
422606	HELQ	1.71875
422608	CCDC98	2.5098039215686274
422609	LOC422609	1.1097560975609757
422610	AGPAT9	0.38402178847026786
422611	CDS1	2.255952380952381
422613	WDFY3	0.926470588235294
422614	PPM1K	0.5390835579514824
422616	LPHN3	1.6666666666666667
422618	TECRL	0
422619	LOC422619	NaN
422620	IGFBP7	1.1674140508221225
422621	POLR2B	1.6095950704225352
422622	C4H4orf14	1.0090361445783131
422623	REST	0.8282420749279538
422624	TMEM66	0.6613563950842059
422625	LEPROTL1	1.2445887445887445
422626	SRP72	1.2624795417348609
422628	MFHAS1	0.6736680327868853
422629	THEX1	1.0627906976744186
422630	PPP1R3B	1.9414414414414414
422632	SGK223	1.484149855907781
422633	CL2	2.3140333660451424
422634	CCNI	1.1811909021211346
422635	11-Sep	0.6861063464837049
422636	SHROOM3	0.8333333333333333
422637	STBD1	0.8058027079303673
422638	SCARB2	1.2418831168831168
422639	NUP54	0.9362651370299554
422640	PPEF2	1.0588235294117645
422641	ASAHL	1.523076923076923
422642	SDAD1	1.245086705202312
422643	LOC422643	1.1666666666666667
422644	UTP3	1.4595588235294117
422645	RUFY3	1.2792079207920792
422646	GRSF1	1.1925777331995988
422647	MOBKL1A	1.0833333333333333
422648	DCK	1.588188976377953
422649	SLC4A4	2.709893048128342
422650	COX18	1.0955882352941178
422651	ANKRD17	0.9912733042443473
422652	LOC422652	0
422653	RASSF6	0.5959183673469387
422654	LOC422654	0.411764705882353
422655	UBE1L2	1.020390824129142
422656	YTHDC1	1.2426584234930447
422660	UGT2A3	4.440625000000001
422661	SULT1B1	1.5794573643410852
422662	SULT1E1	1.803514376996805
422663	ANKRD50	0.7621951219512195
422664	LOC422664	NaN
422665	SPATA5	1.2241813602015112
422667	BBS12	1.2547528517110267
422668	CETN1	1.9252873563218391
422669	ADAD1	0
422670	KIAA1109	0.9844290657439446
422671	GPR103	NaN
422672	C4H4orf31	0.09947643979057592
422673	PRDM5	1.2666666666666668
422675	MAD2L1	1.7078189300411522
422676	RPL7L1	0.9490232343081724
422677	PDE5A	1.2962962962962963
422678	FABP2	11.501373626373626
422680	USP53	1.1228615863141524
422681	LOC422681	3.8235294117647056
422682	MYOZ2	NaN
422683	SEC24D	1.4964871194379392
422684	METTL14	2.141599413059428
422685	PRSS12	0.926829268292683
422686	NDST4	NaN
422687	ARSJ	0.4285714285714285
422688	CAMK2D	1.875
422689	ANK2	3.3555555555555556
422690	LARP7	1.2455089820359282
422692	TIFA	Infinity
422693	C4orf16	2.1981528127623844
422694	LOC422694	1.1996557659208262
422696	LRIT3	1.76
422697	NOLA1	1.4669603524229073
422698	CCDC109B	1.9240669240669241
422699	PDLIM5	1.1002405773857258
422701	RAP1GDS1	1.6407657657657657
422702	TSPAN5	1.0201649862511457
422703	EIF4E	1.2764017887856896
422704	METAP1	1.0685332218972001
422705	ADH5	1.1354579480405107
422708	RG9MTD2	0.7396449704142012
422709	MTTP	1.8433253397282174
422711	BANK1	NaN
422712	MANBA	1.4123222748815167
422713	UBE2D3	1.0153660012099213
422714	CISD2	1.0055594162612926
422715	BDH2	1.2386050780055065
422716	CENPE	3.272300469483568
422717	RSPH4A	1.8333333333333335
422718	LOC422718	0
422719	SORBS2	2.418604651162791
422720	TLR3	1.2780748663101604
422721	FAM149A	1.0884520884520883
422723	F11	1.8264462809917357
422725	LOC422725	Infinity
422726	FRG1	1.4492753623188406
422727	ASAH1	1.2198051212327214
422728	FGL1	2.235294117647059
422729	MTUS1	0.5831987075928917
422730	SLC7A2	5.5
422731	MTMR7	1.3452380952380951
422732	VPS37A	0.9244505494505495
422733	CNOT7	1.102506091193874
422734	ZDHHC2	1.2500000000000002
422736	EFHA2	1.3594470046082952
422738	TUSC3	1.7916120576671035
422739	SGCZ	NaN
422740	DLC1	0.8871794871794871
422741	C8orf79	0.22222222222222224
422742	LONRF1	0.6559322033898305
422743	PPAT	1.475114339521119
422744	AASDH	1.2967032967032965
422745	LOC422745	0.8492647058823529
422746	CEP135	1.8777777777777778
422747	EXOC1	1.25569176882662
422748	NMU	2.5185185185185186
422749	PDCL2	3.25
422750	SRD5A3	1.0158995815899583
422751	CHIC2	0.8773784355179703
422752	LNX1	0.857142857142857
422754	FIP1L1	0.879231473010064
422756	RASL11B	0.96
422758	USP46	0.6460905349794238
422759	SPATA18	1.5294117647058825
422760	SGCB	0.8121363258520365
422761	LRRC66	0.323943661971831
422762	DCUN1D4	1.1145404663923182
422763	CWH43	0.9259259259259258
422764	OCIAD1	1.4140708915145004
422765	FRYL	0.8985507246376813
422766	SLAIN2	1.0657552083333335
422768	ATP10D	0.42452830188679247
422769	COMMD8	0.6898575020955575
422770	GABRA4	0.897119341563786
422771	GABRG1	1.282051282051282
422772	GNPDA2	1.4069444444444446
422773	GUF1	0.9626168224299065
422774	YIPF7	0
422776	ATP8A1	1.8858447488584476
422777	CCDC4	2.1971830985915495
422778	SLC30A9	1.9413965087281797
422779	TMEM33	0.9886428165814878
422780	LIMCH1	0.3623188405797102
422781	APBB2	0.6981132075471698
422782	NSUN7	4.714285714285714
422786	N4BP2	2.4015625
422787	PDS5A	1.3454189122978932
422788	RFC1	1.57035175879397
422791	LIAS	1.1586776859504133
422792	UGDH	0.9887553315238465
422793	C4orf34	1.4498960498960498
422795	RELL1	1.6217008797653958
422797	PCDH7	2.4324324324324325
422799	STIM2	0.9793561931420574
422800	TBC1D19	3.3225806451612905
422801	CCKAR	NaN
422802	RBPJ	1.7010582010582012
422804	SEL1L3	1.4129263913824057
422805	ANAPC4	2.536
422806	ZCCHC4	1.0637119113573408
422807	PI4K2B	1.7596382674916704
422808	SEPSECS	2.0142857142857142
422809	CCDC149	2.3072916666666665
422810	SOD3	0.5661145015983726
422813	DHX15	0.9685695958948044
422814	LOC422814	0
422815	PPARGC1A	1.5109489051094889
422816	LOC422816	0
422817	GPR125	0.930905695611578
422818	C4orf28	0.3893129770992366
422820	LCORL	1.7170542635658914
422821	LOC422821	1.8137254901960784
422822	NCAPG	2.665254237288136
422824	TAPT1	3.032860343539955
422825	PROM1	2.8857142857142852
422826	FGFBP1	5.3105590062111805
422827	CD38	4.217391304347826
422828	BST1	2.3856812933025404
422829	FBXL5	1.6836573830793482
422830	CC2D2A	1.1132075471698113
422831	C1QTNF7	NaN
422832	CPEB2	0.6178343949044586
422838	FAM44A	1.435022026431718
422839	RAB28	0.8227091633466136
422840	HS3ST1	0.5234627831715211
422841	ZNF518B	0.7069799585348998
422842	WDR1	1.1980110775427997
422843	SLC2A9	1.5238619676945668
422844	OTOP1	0.16930022573363432
422845	TMEM128	1.4379712131596984
422846	LYAR	0.6559838160136287
422847	ZNF509	1.1646090534979423
422849	CYTL1	NaN
422850	STK32B	NaN
422851	EVC	1.5585585585585584
422853	LOC422853	1.625
422854	JAKMIP1	Infinity
422857	WFS1	1.0134831460674156
422858	PPP2R2C	2.2323232323232323
422859	MAN2B2	0.9953136265320837
422860	KIAA0232	0.8633879781420765
422862	TBC1D14	1.9756944444444444
422865	GRPEL1	0.948513724932442
422866	ABLIM2	1.0612244897959184
422867	SH3TC1	0.7692307692307693
422868	HTRA3	1.5999999999999999
422869	ACOX3	1.5625
422871	C4orf23	1.2043010752688172
422875	DOK7	0
422876	HGFAC	2.8702290076335877
422877	C4H4orf44	0.4166666666666667
422878	HTT	0.9848993288590604
422879	GRK4	0.6696588868940754
422880	NOL14	1.137049941927991
422881	MFSD10	0.6649514008004576
422882	ADD1	1.0555696523724944
422883	SH3BP2	4.133333333333334
422884	TNIP2	1.2198142414860682
422885	FAM193A	0.8395225464190982
422886	RNF4	0.9967051070840197
422887	LOC422887	0.2241379310344828
422889	ZFYVE28	1.5524691358024691
422890	MXD4	0.9993527508090615
422892	POLN	2.8947368421052633
422893	NAT8L	Infinity
422894	LOC422894	Infinity
422895	LOC422895	Infinity
422896	WHSC2	0.7464788732394367
422897	WHSC1	2.006726457399103
422898	LETM1	1.027619650010542
422899	TACC3	3.4258109040717737
422900	TMEM129	1.1493001555209954
422901	LOC422901	0.6225930680359435
422902	SLBP	1.7087719298245614
422903	LOC422903	1.6521739130434783
422904	CTBP1	1.1724208795725442
422905	SPON2	2.5
422906	LOC422906	NaN
422910	POLR1A	1.1408250355618776
422911	PTCD3	1.233142857142857
422912	IMMT	1.4003267973856208
422914	LOC422914	1.1751412429378532
422917	JMJD1A	0.9590395480225989
422918	VPS24	0.8577405857740584
422919	RNF103	1.1009933774834437
422920	RMND5A	1.1573170731707318
422922	LOC422922	NaN
422923	LOC422923	NaN
422924	LOC422924	NaN
422925	LOC422925	0
422926	LOC422926	NaN
422927	THNSL2	1.1013874066168625
422928	LOC422928	NaN
422929	LOC422929	0
422930	EIF2AK3	0.6643518518518517
422931	RPIA	1.3897667419112114
422932	SUCLG1	1.4695963208993357
422933	ADRA1D	NaN
422934	SMOX	1.3035087719298244
422935	PANK2	2.179389312977099
422936	LOC422936	0.8513513513513513
422937	FASTKD5	1.3640595903165735
422940	UBOX5	1.1994219653179192
422941	C20orf116	1.0306049822064056
422942	HTR7	0
422943	SLC4A11	1.5
422945	C4H20orf194	0.84375
422946	ATRN	1.8514056224899598
422948	ADAM33	1.5999999999999999
422949	ALMS1	1.2814814814814817
422950	EGR4	1.987603305785124
422951	SMYD5	1.0900523560209423
422952	RAB11FIP5	1.1479289940828403
422954	SFXN5	1.1707818930041152
422955	EXOC6B	0.9423076923076923
422960	SYT4	0.3191489361702128
422964	C5H11orf10	1.2373578182814857
422966	C5H11orf9	1.366923076923077
422968	TMEM16C	5.444444444444445
422970	GAS2	0.864490603363007
422973	TMEM16E	1.0004741583688952
422974	SLC6A5	0.75
422975	PRMT3	1.0710341365461846
422976	DBX1	0
422977	NAV2	1.6448598130841123
422978	E2F8	2.028169014084507
422979	CSRP3	0.65
422980	ZDHHC13	1.5885196374622355
422982	DHCR7	0.5925099601593625
422983	NADSYN1	1.853582554517134
422984	C5H11orf2	0.8570029382957883
422985	BET1L	0.9538216560509554
422987	RIC8A	0.946338736724427
422988	SIRT3	1.2032301480484522
422990	LOC422990	1.162116991643454
422991	ATHL1	0.8193548387096774
422992	IFITM5	0.7846534653465347
422993	LOC422993	0.5044052863436124
422994	PKP3	0.058823529411764705
422995	SIGIRR	0.8517857142857143
422996	TMEM16J	2.4655172413793105
422997	PTDSS2	1.9229994967287367
422998	SYT12	0.639344262295082
422999	IGHMBP2	1.8391167192429023
423000	MRPL21	1.715622076707203
423001	LUZP2	0.3112244897959183
423002	COR4	NaN
423003	GCHFR	1.4947702060221868
423004	FAM82C	1.373530692207227
423006	LOC423006	2.5399449035812673
423007	CASC5	2.764411027568922
423008	LOC423008	1.2200198216055502
423009	C5H15orf57	1.266294227188082
423010	BAHD1	0.7504964795089366
423011	IVD	0.8756756756756757
423013	C5H15orf52	1.2222222222222223
423014	PLCB2	0.8225806451612904
423015	LOC423015	0
423016	DRD4	0.5476190476190477
423017	DEAF1	0.5838150289017341
423020	PDDC1	1.1938110749185669
423021	NLRP3	2.0213903743315504
423023	VPS37C	1.200321371183717
423025	CYBASC3	1.331896551724138
423026	LOC423026	Infinity
423028	FAR1	0.8941641938674579
423029	BTBD10	1.1898263027295284
423030	PARVA	1.0914127423822715
423031	MICAL2	1.24
423032	USP47	1.2240107310529846
423034	GALNTL4	0.43
423035	CTR9	1.563017479300828
423037	MRVI1	5.9818181818181815
423038	LYVE1	2.8000000000000003
423039	RNF141	1.1526078557630393
423041	AMPD3	1.0691642651296829
423042	ADM	0.7
423043	SBF2	1.1585244267198405
423044	SWAP70	0.706014130622092
423045	WEE1	0.8037182695745442
423046	IPO7	1.3159999999999998
423047	TMEM41B	1.006409278193194
423048	LOC423048	0.7972027972027972
423049	SCUBE2	2.52
423050	NRIP3	0.6363636363636365
423051	TMEM9B	1.072023163228375
423052	ASCL3	0.6428571428571428
423053	C11orf16	0.19230769230769232
423054	LOC423054	2.2803738317757007
423055	ST5	2.476190476190476
423056	TRIM66	0.5075757575757576
423059	RIC3	1.6697247706422018
423061	TUB	1.103448275862069
423062	RRAS2	1.1116751269035534
423063	COPB1	0.9265277777777777
423064	PDE3B	0.844690966719493
423065	CYP2R1	0.448512585812357
423067	INSC	3.2222222222222223
423068	SOX6	1.5806451612903225
423069	PLEKHA7	1.8623762376237623
423070	PIK3C2A	1.538961038961039
423071	NUCB2	1.3268641470888662
423072	ABCC8	2.235294117647059
423073	USH1C	1.3695652173913042
423075	OTOG	2
423076	KCNC1	0.5483870967741935
423077	SERGEF	0.7066666666666667
423079	HPS5	1.021965317919075
423081	GTF2H1	1.0232198142414861
423082	UEVLD	1.2593984962406015
423083	SPTY2D1	1.1934865900383143
423085	PTPN5	1.7857142857142858
423086	CARS	0.7991707696294376
423087	NAP1L4	1.2161392405063292
423088	PHLDA2	1.2305839855508731
423089	SLC22A18	0.8324265505984767
423090	KCNQ1	0.858267716535433
423091	LOC423091	0.6
423092	TSSC4	1.355834136933462
423095	SYT8	3.3333333333333335
423097	LOC423097	0.8949563898369359
423098	BRSK2	0.2
423099	TOLLIP	0.966390423572744
423101	MUC2	0.5
423102	AP2A2	1.6503496503496504
423103	CHID1	1.5197044334975371
423104	TSPAN4	0.7969483568075117
423105	CD151	1.0244360902255638
423106	EFCAB4B	4.984848484848484
423107	RASSF7	1.5142857142857142
423110	USP6NL	1.1578947368421053
423111	RNH1	0.8093082216588192
423112	CHKA	1.184370257966616
423114	LRP5	1.0333889816360602
423116	PPP6R3	1.201312910284464
423117	GAL	0.6363636363636365
423118	CPT1A	2.758849557522124
423119	LOC423119	Infinity
423120	FADS1	0.7878635907723169
423122	FADS2	1.2044515832950895
423123	RAB3IL1	1.2297029702970297
423124	BEST1	Infinity
423125	LOC423125	NaN
423126	LOC423126	NaN
423127	LOC423127	NaN
423128	ZFP91	0.9028914348063285
423129	LPXN	0.7931034482758622
423130	ZDHHC5	1.1843393148450245
423131	CLP1	1.1337161607875308
423132	SERPING1	0.8667065152420801
423133	SLC43A3	1.265813253012048
423134	LOC423134	2.032258064516129
423136	TNKS1BP1	0.48039215686274517
423138	LOC423138	Infinity
423139	LOC423139	3.875
423141	TPCN2	0.9787234042553192
423142	ORAOV1	0.9459459459459459
423143	LOC423143	Infinity
423144	TMEM16A	0.857142857142857
423146	FADD	1.561855670103093
423147	PPFIA1	0.727583846680356
423148	CD59	0.542643391521197
423151	LOC423151	1.4108019639934533
423154	PDHX	1.4817184643510057
423156	SLC1A2	2.071428571428571
423158	PAMR1	NaN
423160	LDLRAD3	0.5089285714285713
423161	COMMD9	1.6551724137931034
423163	TRAF6	1.3100706713780919
423164	RAG1	1
423165	RAG2	NaN
423166	C5H11orf74	1.8181818181818183
423167	TTC17	0.4664701547531319
423168	API5	1.0721177038109022
423169	ALKBH3	1.029090909090909
423170	ACCS	1.3255813953488371
423172	CD82	2.5743801652892566
423174	PRDM11	3.150793650793651
423175	SYT13	0
423176	ASTL	NaN
423178	FUT8	1.8511904761904763
423179	NDUFS3	1.1860641252209037
423180	KBTBD4	1.0668769716088329
423181	PTPMT1	1.1954707985697257
423182	PSMC3	1.101004759386568
423183	SLC39A13	0.6223733003708282
423184	MADD	1.344106463878327
423185	DDB2	1.4141176470588235
423186	PACSIN3	0.9957081545064377
423187	ARFGAP2	1.0312665606783253
423188	C11orf49	1.756272401433692
423189	LRP4	1.4423076923076923
423190	CKAP5	1.981268624946786
423191	LOC423191	0.7102272727272727
423192	KIAA0652	1.4595890410958903
423193	C11orf77	0.9961636828644501
423194	AMBRA1	1.0365482233502539
423195	CHRM4	0.9358974358974358
423196	MDK	0.1619047619047619
423197	DGKZ	2.103559870550162
423198	CREB3L1	1.0013071895424837
423199	PHF21A	0.9673063255152807
423200	LARGE	1.6816720257234725
423201	PEX16	2.460674157303371
423202	MAPK8IP1	0.7227722772277227
423203	SLC35C1	0.7786177105831533
423204	ZFYVE19	0.9314775160599572
423205	PPP1R14D	0.3504171632896305
423206	SPINT1	0.7875484277862871
423207	VPS18	0.8747884940778341
423208	DLL4	3.1587301587301586
423209	CHAC1	3.3005008347245406
423210	INOC1	1.3741379310344828
423211	CHP	0.7987200975163797
423212	OIP5	1.7797927461139897
423213	NUSAP1	2.8899521531100483
423214	NDUFAF1	0.9204591220298027
423215	RTF1	1.725311203319502
423216	LTK	1.5
423217	RPAP1	1.1566820276497696
423220	MGA	0.9809027777777777
423221	JMJD7	0.717741935483871
423222	LOC423222	0.7319819819819819
423224	LOC423224	1.104602510460251
423225	SPTBN5	1.5933333333333335
423226	LOC423226	1.5
423227	PLA2G4E	NaN
423229	LOC423229	1.2
423230	VPS39	1.4589235127478755
423231	TMEM87A	0.7776384160544705
423232	GANC	1.0082417582417582
423233	CAPN3	0
423234	ZFP106	0.5392953929539295
423235	SNAP23	0.8050914876690533
423236	LRRC57	0.7273482959268496
423237	CEP27	1.119575699132112
423238	STARD9	0.8695652173913043
423239	CDAN1	0.7887005649717514
423240	LOC423240	1.1197916666666667
423241	TTBK2	0.7915309446254073
423242	UBR1	1.4382284382284383
423243	TMEM62	1.9722991689750693
423244	ZADH1	1.9214659685863875
423245	C5H14orf43	2.05982905982906
423246	DNAL1	0.8280254777070064
423247	LOC423247	1.9086651053864168
423249	C5H14orf169	0.9811320754716981
423250	RBM25	0.9650050352467271
423252	ZFYVE1	0.6294117647058823
423253	DCAF4	0.9272943980929678
423255	SIPA1L1	0.8747534516765285
423256	LOC423256	0.8401486988847583
423257	COX16	1.1235059760956176
423258	SFRS5	2.2893401015228427
423259	KIAA0247	1.0553033429632688
423260	LOC423260	2.022222222222222
423261	SLC39A9	1.188673875924872
423262	ERH	1.2392742582197271
423263	GALNTL1	1.2999999999999998
423264	EXDL2	1.1319018404907977
423265	SRSF5A	1.4341851220897217
423269	TMEM229B	0.87409200968523
423270	PLEKHH1	1.375
423271	PIGH	1.2604651162790699
423272	ARG2	1.1153846153846152
423273	VTI1B	1.059245960502693
423274	RDH12	1.0641260534994503
423276	ZFYVE26	1.231404958677686
423277	LOC423277	2.0813397129186604
423278	PLEK2	0.23679727427597955
423279	EIF2S1	1.0415396673343202
423280	ATP6V1D	0.506015733456733
423281	MPP5	0.5842293906810035
423282	LOC423282	0
423284	SRP14	1.162121212121212
423285	EIF2AK4	1.511049723756906
423286	FSIP1	0.6666666666666667
423287	C5H15orf29	1.4194444444444445
423288	C5H15orf24	0.9826147426981919
423289	ARHGAP11A	2.563097514340344
423290	RASGRP1	2.042056074766355
423291	FAM98B	1.1457353928811282
423292	SPRED1	0.6892942583732058
423293	C5H15orf41	2.65281173594132
423294	ATPBD4	2.220689655172414
423296	AQR	1.1191117092866756
423297	LOC423297	0.8333333333333334
423298	ACTC1	0.2698412698412699
423299	STXBP6	0.9388083735909822
423300	NOVA1	0.6498800959232613
423301	LOC423301	2.3157894736842106
423302	PRKD1	0.7162162162162162
423305	KIAA1333	1.8042381432896064
423306	LOC423306	1.5330396475770924
423307	SCFD1	2.279120879120879
423308	STRN3	1.4476510067114094
423309	AP4S1	1.2030981067125646
423310	HECTD1	0.9063726970703716
423311	HEATR5A	2.115702479338843
423312	NUBPL	2.0646319569120286
423313	LOC423313	NaN
423314	AKAP6	0.25
423315	NPAS3	2.6842105263157894
423316	EGLN3	0.5444988218234548
423317	LOC423317	0.46078431372549017
423318	C5H14orf147	1.2115869017632244
423319	EAPP	1.099607843137255
423320	CFL2	0.9585667152612598
423321	LOC423321	2.213389121338912
423322	SRP54	1.2277852092489967
423323	LOC423323	0.9813874788494078
423324	PPP2R3C	1.9422835633626099
423325	KIAA0391	1.642505277973258
423326	PSMA6	1.3952627045650303
423327	GARNL1	1.0944785276073619
423328	BRMS1L	0.9989097846824748
423329	MBIP	1.3128598848368522
423330	SLC25A21	1.388888888888889
423331	MIPOL1	2.3378839590443685
423333	TTC6	2.5
423335	SEC23A	0.8856911883589329
423336	SIP1	1.2952830188679245
423338	PNN	0.8696555819477434
423339	MIA2	1.5545023696682465
423340	ZNF410	0.9054355919583024
423341	C14orf44	1.193939393939394
423342	COQ6	2.3597285067873304
423343	ENTPD5	2.4085982658959537
423344	C5H14orf45	2.279279279279279
423345	ALDH6A1	1.002942330325618
423346	LIN52	0.8721351025331726
423347	LOC423347	2.1742424242424243
423349	ABCD4	1.8865030674846626
423350	LOC423350	0.375
423351	TMEM90A	0.24907063197026025
423352	ISCA2	1.3868852459016396
423353	NPC2	0.9219066229325145
423354	KIAA0317	1.3170731707317074
423355	FCF1	1.37674621653085
423356	YLPM1	1.134096484055601
423357	DLST	1.3334376466906588
423358	RPS6KL1	1.4904163912756114
423359	EIF2B2	1.1368862931191823
423361	ACYP1	0.9783357951747909
423362	TMED10	1.194585198061915
423363	JDP2	0.3157894736842105
423364	BATF	2.185714285714286
423365	FLVCR2	1.1059602649006621
423366	C14orf1	1.0078245406046238
423367	TTLL5	0.768688293370945
423368	C5H14orf118	0.8872832369942196
423369	VASH1	1.1379897785349233
423370	ANGEL1	1.5852798589687085
423372	TMEM63C	1.410480349344978
423373	POMT2	1.2948490230905862
423374	GSTZ1	2.29277566539924
423375	TMED8	1.5303341902313625
423376	C14orf174	0.7866242038216561
423377	C14orf133	1.0625792811839323
423378	AHSA1	0.6566166757323801
423379	SPTLC2	1.0045864045864046
423381	SNW1	1.0110169491525425
423382	ADCK1	1.3316023738872402
423385	NRXN3	0.4111111111111111
423389	GTF2A1	0.9434689507494648
423390	STON2	1.9766606822262116
423391	SEL1L	0.7325957446808511
423393	LOC423393	NaN
423394	GALC	0.9906469212782542
423395	GPR65	NaN
423397	SPATA7	1.316622691292876
423398	PTPN21	1.1868852459016395
423399	ZC3H14	1.0065036420395421
423400	EML5	1.2459016393442623
423401	TTC8	1.4893203883495145
423402	FOXN3	0.666033434650456
423403	TDP1	1.5562913907284768
423404	C5H14orf102	1.7238095238095237
423407	TTC7B	1.5138339920948618
423408	RPS6KA5	2.1390041493775933
423409	C5H14orf159	2.0829493087557602
423410	CCDC88C	0.7838479809976246
423411	SMEK1	0.910934502603453
423412	TC2N	13.363636363636363
423413	FBLN5	0
423414	TRIP11	0.840983606557377
423415	NDUFB1	1.238162878787879
423416	CPSF2	0.79005770084332
423417	RIN3	0.6666666666666666
423418	LGMN	1.1709991876523151
423419	GOLGA5	0.7397899649941656
423420	CHGA	0.3448275862068966
423421	ITPK1	1.0093283582089552
423422	LOC423422	0.9383259911894274
423423	LOC423423	1.1047197640117994
423424	BTBD7	0.8879492600422833
423425	LOC423425	0.28
423426	KIAA1409	0.9534883720930232
423427	C14orf152	NaN
423428	ASB2	2
423429	DDX24	1.1166603126191383
423430	KIAA1622	0.7301980198019802
423432	SERPINA10	0.8540706605222734
423433	SERPINA4	0.305327868852459
423434	SERPINA1	0.6851851851851852
423435	SERPINA5	0.07711950970377937
423436	SERPINA9	0.5204081632653061
423437	DICER1	1.681767955801105
423438	CLMN	1.4318840579710146
423439	C5H14orf49	1.6461538461538463
423440	GLRX5	0.8482776089159069
423441	ATG2B	1.4482758620689655
423442	C5H14orf129	0.6578690127077224
423443	VRK1	5.206081081081082
423444	BCL11B	2.011627906976744
423445	SETD3	2.2679738562091503
423446	CCNK	1.082608695652174
423447	CCDC85C	1.4525939177101967
423448	KIAA1822	4.25
423450	CYP46A1	1.6625766871165646
423451	LOC423451	0.8
423452	EML1	1.8122448979591836
423453	EVL	0.704879679144385
423454	DEGS2	0.23277737490935463
423455	YY1	0.674151857835218
423456	SLC25A29	2.9885057471264367
423457	C14orf68	5.602150537634408
423458	WARS	0.7216302610548748
423459	DLK1	0.888888888888889
423460	PPP2R5C	0.8405128205128205
423461	DYNC1H1	0.9309230458493235
423462	LOC423462	0.07890222984562607
423463	HSP90AA1	0.15656460169597727
423464	WDR20	0.9856115107913671
423466	C14orf131	0.9239704329461457
423467	CINP	0.7514285714285714
423468	TECPR2	0.8496732026143791
423469	ANKRD9	1.0801393728222997
423471	TRAF3	1.0610169491525423
423472	AMN	1.3516949152542372
423473	CDC42BPB	1.3310676392572944
423474	LOC423474	NaN
423476	C14orf73	3.628205128205128
423477	TNFAIP2	0
423478	LOC423478	0.5247148288973383
423479	EIF5	0.456642263131708
423480	MARK3	0.9723825226710634
423481	C14orf172	1.4236453201970443
423482	BAG5	0.8358778625954197
423483	C5H14orf153	0.8049666868564505
423484	KLC1	0.7916666666666667
423485	XRCC3	0.9574688796680498
423486	ZFYVE21	2.2451282051282053
423487	PPP1R13B	1.053016453382084
423488	TDRD9	2.166666666666667
423489	KIF26A	0.21505376344086022
423490	LOC423490	NaN
423491	TMEM179	NaN
423492	INF2	0.48148148148148145
423493	SIVA1	0.6475563909774436
423494	KIAA0284	1.1531440162271804
423496	PLD4	0
423497	AHNAK2	0.6350148367952523
423498	C5H14orf79	1.4444444444444444
423499	LOC423499	0.6740506329113923
423500	CDCA4	1.5090667846085801
423501	NUDT14	0.965255843335439
423503	BRF1	2.684759916492693
423504	HSPA2	0.019827038231567947
423505	ZBTB25	0.5407098121085595
423506	LOC423506	0.65527950310559
423508	MTHFD1	0.8882212315048136
423510	WDR89	1.1464646464646464
423512	PPP2R5E	0.8872017353579175
423513	RHOJ	1.3333333333333335
423514	KCNH5	4
423516	SYT16	0.4615384615384615
423517	SNAPC1	1.1436241610738254
423518	PRKCH	1.1204819277108435
423519	SLC38A6	1.1636363636363636
423520	TRMT5	1.032258064516129
423521	MNAT1	1.3351769911504425
423523	LOC423523	NaN
423524	C14orf39	NaN
423525	PPM1A	1.2906800242865817
423526	LOC423526	1.2758620689655173
423527	DHRS7	1.7949815069983321
423528	C5H14orf135	1.7659574468085106
423530	C14orf100	0.970941883767535
423531	C14orf149	1.2746666666666668
423532	DAAM1	2.2226345083487944
423536	LOC423536	NaN
423540	KIAA0586	1.0353982300884956
423541	ARID4A	1.0477419354838708
423542	PSMA3	0.9877964540640111
423543	ACTR10	1.3891336270190897
423544	ACTR10	3.294117647058824
423545	C5H14orf37	1.2625
423546	LOC423546	0.8846153846153845
423547	NAT12	0.8365346922775382
423548	C14orf108	0.6656839622641508
423549	EXOC5	1.2032312925170068
423551	C5H14orf101	1.295774647887324
423554	FBXO34	1.3795493934142116
423555	DLG7	2.9200819672131146
423556	C14orf32	0.8604708190289359
423557	SOCS4	0.9901960784313726
423558	WDHD1	2.0729166666666665
423559	SAMD4A	0.6102418207681365
423560	GMFB	1.652492322230097
423561	CNIH	0.9108702384639208
423563	MDGA2	NaN
423565	PPIL5	1.0084985835694051
423566	C14orf104	1.0886287625418059
423567	POLE2	1.983091787439614
423568	KLHDC1	1.7326732673267327
423569	KLHDC2	1.1703264094955488
423571	C14orf138	1.2777777777777777
423572	SOS2	0.8923076923076922
423573	L2HGDH	1.6071428571428572
423574	ATP5S	1.842696629213483
423575	CDKL1	1.2704918032786885
423576	MAP4K5	1.3223249669749009
423577	SPG3A	0.8760504201680672
423578	SAV1	0.9543218552354181
423579	TRIM9	0.6554054054054054
423580	TXNDC1	NaN
423581	GNG2	0.3061224489795918
423583	NID2	1.3333333333333335
423584	TXNDC16	1.2565055762081785
423585	ERO1L	1.5829787234042554
423586	PSMC6	0.9495963957199174
423587	STYX	0.8045563549160671
423588	GNPNAT1	1.287641021291034
423589	PLEKHC1	0.900262467191601
423592	DDHD1	0.7446975648075412
423593	C14orf106	1.8444444444444446
423595	KIAA0423	0.6314553990610329
423596	KLHL28	1.0584958217270195
423599	LRFN5	0.44893951296150825
423600	CAT	1.7555555555555555
423602	FAM13C1	2.2857142857142856
