Complex1	Apo-GP96 dimer	endoplasmic reticulum lumen	Reactome DB_ID: 1678941	Protein2	
Complex342	PAMP:NOD oligomer:RIP2:K63-pUb-K285-NEMO	cytosol	Reactome DB_ID: 741418	PhysicalEntity6	
Complex343	PAMP:NOD oligomer:RIP2:K63-Ub-K285-NEMO	cytosol	Reactome DB_ID: 741389	Protein580	
Complex343	PAMP:NOD oligomer:RIP2:K63-Ub-K285-NEMO	cytosol	Reactome DB_ID: 741389	Complex340	
Complex344	PAMP:NOD oligomer:K63-polyUb-RIP2:NEMO:TAK1 complex	plasma membrane	Reactome DB_ID: 706478	Complex49	
Complex344	PAMP:NOD oligomer:K63-polyUb-RIP2:NEMO:TAK1 complex	plasma membrane	Reactome DB_ID: 706478	Complex59	
Complex345	NOD1:iE-DAP:Long prodomain caspases	cytosol	Reactome DB_ID: 622417	Complex63	
Complex345	NOD1:iE-DAP:Long prodomain caspases	cytosol	Reactome DB_ID: 622417	Protein584	
Complex346	PAMP:NOD oligomer:RIP2:CARD9	cytosol	Reactome DB_ID: 741403	Complex340	
Complex346	PAMP:NOD oligomer:RIP2:CARD9	cytosol	Reactome DB_ID: 741403	Protein589	
Complex347	ATP:P2X7	plasma membrane	Reactome DB_ID: 877166	Protein598	
Complex347	ATP:P2X7	plasma membrane	Reactome DB_ID: 877166	SmallMolecule43	
Complex348	ATP:P2X7 oligomer	plasma membrane	Reactome DB_ID: 877257	Complex347	
Complex349	ATP:P2X7 oligomer:Pannexin-1	plasma membrane	Reactome DB_ID: 877242	Protein599	
Complex349	ATP:P2X7 oligomer:Pannexin-1	plasma membrane	Reactome DB_ID: 877242	Complex348	
Complex35	hp-IRAK1:activated IRAK4:MyD88oligomer:activated TLR5 or 10	plasma membrane	Reactome DB_ID: 975877	Protein46	
Complex35	hp-IRAK1:activated IRAK4:MyD88oligomer:activated TLR5 or 10	plasma membrane	Reactome DB_ID: 975877	Complex28	
Complex350	SUGT1:HSP90	cytosol	Reactome DB_ID: 874112	Protein600	
Complex350	SUGT1:HSP90	cytosol	Reactome DB_ID: 874112	Protein601	
Complex351	NLRP3:SUGT1:HSP90	cytosol	Reactome DB_ID: 874086	Complex350	
Complex351	NLRP3:SUGT1:HSP90	cytosol	Reactome DB_ID: 874086	Protein602	
Complex352	Thioredoxin:TXNIP	cytosol	Reactome DB_ID: 1250277	Protein604	
Complex352	Thioredoxin:TXNIP	cytosol	Reactome DB_ID: 1250277	Protein603	
Complex353	Oxidized thioredoxin:TXNIP	cytosol	Reactome DB_ID: 1250249	Protein605	
Complex353	Oxidized thioredoxin:TXNIP	cytosol	Reactome DB_ID: 1250249	Protein604	
Complex354	TXNIP:NLRP3	cytosol	Reactome DB_ID: 1250285	Protein604	
Complex354	TXNIP:NLRP3	cytosol	Reactome DB_ID: 1250285	Protein602	
Complex355	NLRP3 elicitor small molecules:NLRP3	cytosol	Reactome DB_ID: 877226	Protein602	
Complex355	NLRP3 elicitor small molecules:NLRP3	cytosol	Reactome DB_ID: 877226	SmallMolecule47	
Complex356	NLRP3 elicitor proteins:NLRP3	cytosol	Reactome DB_ID: 1306879	Protein606	
Complex356	NLRP3 elicitor proteins:NLRP3	cytosol	Reactome DB_ID: 1306879	Complex351	
Complex358	NLRP3 elicitors:NLRP3 oligomer:ASC	cytosol	Reactome DB_ID: 877381	Protein609	
Complex358	NLRP3 elicitors:NLRP3 oligomer:ASC	cytosol	Reactome DB_ID: 877381	PhysicalEntity27	
Complex359	NLRP3 elicitors:NLRP3 oligomer:ASC:Procaspase-1	cytosol	Reactome DB_ID: 925458	Protein585	
Complex359	NLRP3 elicitors:NLRP3 oligomer:ASC:Procaspase-1	cytosol	Reactome DB_ID: 925458	Complex358	
Complex36	hp-IRAK1 or p-IRAK2 : pIRAK4:MyD88:activated TLR5/10	plasma membrane	Reactome DB_ID: 975881	Protein47	
Complex36	hp-IRAK1 or p-IRAK2 : pIRAK4:MyD88:activated TLR5/10	plasma membrane	Reactome DB_ID: 975881	Complex28	
Complex360	Pyrin trimer	cytosol	Reactome DB_ID: 879202	Protein610	
Complex361	PSTPIP1 trimer	cytosol	Reactome DB_ID: 879213	Protein611	
Complex362	PSTPIP1 trimer:Pyrin trimer	cytosol	Reactome DB_ID: 879197	Complex360	
Complex362	PSTPIP1 trimer:Pyrin trimer	cytosol	Reactome DB_ID: 879197	Complex361	
Complex363	Pyrin trimer:ASC	cytosol	Reactome DB_ID: 877352	Complex360	
Complex363	Pyrin trimer:ASC	cytosol	Reactome DB_ID: 877352	Protein609	
Complex364	Bcl-2/Bcl-X(L):NLRP1	mitochondrial outer membrane	Reactome DB_ID: 879218	Protein612	
Complex364	Bcl-2/Bcl-X(L):NLRP1	mitochondrial outer membrane	Reactome DB_ID: 879218	Protein615	
Complex365	MDP:NLRP1	cytosol	Reactome DB_ID: 877370	SmallMolecule7	
Complex365	MDP:NLRP1	cytosol	Reactome DB_ID: 877370	Protein615	
Complex366	MDP:NLRP1:ATP	cytosol	Reactome DB_ID: 879207	Complex365	
Complex366	MDP:NLRP1:ATP	cytosol	Reactome DB_ID: 879207	SmallMolecule4	
Complex367	IPAF elicitors:NLRC4	cytosol	Reactome DB_ID: 877394	Protein616	
Complex367	IPAF elicitors:NLRC4	cytosol	Reactome DB_ID: 877394	PhysicalEntity29	
Complex368	IPAF elicitors:NLRC4:Procaspase-1	cytosol	Reactome DB_ID: 874083	Complex367	
Complex368	IPAF elicitors:NLRC4:Procaspase-1	cytosol	Reactome DB_ID: 874083	Protein585	
Complex369	dsDNA:AIM2	cytosol	Reactome DB_ID: 874096	SmallMolecule51	
Complex369	dsDNA:AIM2	cytosol	Reactome DB_ID: 874096	Protein621	
Complex37	TRAF6:hp-IRAK1/or p-IRAK2:p-IRAK4:oligo-MyD88 :activated TLR5 or 10	plasma membrane	Reactome DB_ID: 975869	Protein49	
Complex37	TRAF6:hp-IRAK1/or p-IRAK2:p-IRAK4:oligo-MyD88 :activated TLR5 or 10	plasma membrane	Reactome DB_ID: 975869	Complex36	
Complex370	dsDNA:AIM2 oligomer:ASC	cytosol	Reactome DB_ID: 874098	PhysicalEntity30	
Complex370	dsDNA:AIM2 oligomer:ASC	cytosol	Reactome DB_ID: 874098	Protein609	
Complex371	dsDNA:AIM2 oligomer:ASC:Procaspase-1	cytosol	Reactome DB_ID: 874100	Complex370	
Complex371	dsDNA:AIM2 oligomer:ASC:Procaspase-1	cytosol	Reactome DB_ID: 874100	Protein585	
Complex372	F-actin capping protein fragment TRTK12:S100B homodimer	extracellular region	Reactome DB_ID: 879368	Complex77	
Complex372	F-actin capping protein fragment TRTK12:S100B homodimer	extracellular region	Reactome DB_ID: 879368	Protein622	
Complex373	AGER ligands:AGER:ERK	plasma membrane	Reactome DB_ID: 879427	Complex74	
Complex373	AGER ligands:AGER:ERK	plasma membrane	Reactome DB_ID: 879427	Protein625	
Complex374	AGE adducts:Peptide:AGER-1,2,3	plasma membrane	Reactome DB_ID: 879489	Complex75	
Complex374	AGE adducts:Peptide:AGER-1,2,3	plasma membrane	Reactome DB_ID: 879489	Protein626	
Complex375	dsRNA bound to RIG-I	cytosol	Reactome DB_ID: 168906	Protein630	
Complex375	dsRNA bound to RIG-I	cytosol	Reactome DB_ID: 168906	SmallMolecule4	
Complex375	dsRNA bound to RIG-I	cytosol	Reactome DB_ID: 168906	PhysicalEntity31	
Complex376	ISG15:RIG-I conjugate	cytosol	Reactome DB_ID: 936557	Complex377	
Complex376	ISG15:RIG-I conjugate	cytosol	Reactome DB_ID: 936557	Protein630	
Complex377	ISG15:UBEIL/UbcH8:CEB1	cytosol	Reactome DB_ID: 936560	Protein634	
Complex377	ISG15:UBEIL/UbcH8:CEB1	cytosol	Reactome DB_ID: 936560	Protein631	
Complex377	ISG15:UBEIL/UbcH8:CEB1	cytosol	Reactome DB_ID: 936560	Protein635	
Complex378	dsRNA:Ub-RIG-I:TRIM25	cytosol	Reactome DB_ID: 918190	Protein640	
Complex378	dsRNA:Ub-RIG-I:TRIM25	cytosol	Reactome DB_ID: 918190	Protein637	
Complex378	dsRNA:Ub-RIG-I:TRIM25	cytosol	Reactome DB_ID: 918190	SmallMolecule4	
Complex378	dsRNA:Ub-RIG-I:TRIM25	cytosol	Reactome DB_ID: 918190	PhysicalEntity31	
Complex379	MDA5:DAK	cytosol	Reactome DB_ID: 918203	Protein641	
Complex379	MDA5:DAK	cytosol	Reactome DB_ID: 918203	Protein642	
Complex380	dsRNA:MDA5	cytosol	Reactome DB_ID: 913727	Protein641	
Complex380	dsRNA:MDA5	cytosol	Reactome DB_ID: 913727	PhysicalEntity31	
Complex382	dsRNA:RIG-I/MDA5:IPS-1	mitochondrial outer membrane	Reactome DB_ID: 918201	Protein643	
Complex382	dsRNA:RIG-I/MDA5:IPS-1	mitochondrial outer membrane	Reactome DB_ID: 918201	Complex381	
Complex383	IPS-1:NLRX1	mitochondrial outer membrane	Reactome DB_ID: 936561	Protein643	
Complex383	IPS-1:NLRX1	mitochondrial outer membrane	Reactome DB_ID: 936561	Protein644	
Complex384	dsRNA:RIG-I/MDA5:NLRC5	cytosol	Reactome DB_ID: 937325	Protein645	
Complex384	dsRNA:RIG-I/MDA5:NLRC5	cytosol	Reactome DB_ID: 937325	Complex381	
Complex385	dsRNA:RIG-1/MDA5:IPS-1:Ub-TRAF3	mitochondrial outer membrane	Reactome DB_ID: 918200	Complex382	
Complex385	dsRNA:RIG-1/MDA5:IPS-1:Ub-TRAF3	mitochondrial outer membrane	Reactome DB_ID: 918200	Protein242	
Complex386	TBK1/IKKi:SIKE1	cytosol	Reactome DB_ID: 918197	Protein243	
Complex386	TBK1/IKKi:SIKE1	cytosol	Reactome DB_ID: 918197	Protein646	
Complex387	dsRNA:RIG-1/MDA5:IPS-1:Ub-TRAF3:TBK1/IKKi	mitochondrial outer membrane	Reactome DB_ID: 918196	Protein243	
Complex387	dsRNA:RIG-1/MDA5:IPS-1:Ub-TRAF3:TBK1/IKKi	mitochondrial outer membrane	Reactome DB_ID: 918196	Complex385	
Complex388	dsRNA:RIG-1/MDA5:IPS-1:Ub-TRAF3:TBK1/IKKi:IRF3/IRF7	mitochondrial outer membrane	Reactome DB_ID: 918199	Complex387	
Complex388	dsRNA:RIG-1/MDA5:IPS-1:Ub-TRAF3:TBK1/IKKi:IRF3/IRF7	mitochondrial outer membrane	Reactome DB_ID: 918199	Protein249	
Complex389	IRF3-P:IRF7-P	cytosol	Reactome DB_ID: 1027367	Protein255	
Complex389	IRF3-P:IRF7-P	cytosol	Reactome DB_ID: 1027367	Protein254	
Complex39	TRAF6:hp-IRAK1	plasma membrane	Reactome DB_ID: 937036	Protein46	
Complex39	TRAF6:hp-IRAK1	plasma membrane	Reactome DB_ID: 937036	Protein49	
Complex390	IRF3-P:IRF7-P	nucleoplasm	Reactome DB_ID: 1027365	Protein257	
Complex390	IRF3-P:IRF7-P	nucleoplasm	Reactome DB_ID: 1027365	Protein256	
Complex391	IRF3-P dimer:CBP/p300	nucleoplasm	Reactome DB_ID: 1027364	Complex118	
Complex391	IRF3-P dimer:CBP/p300	nucleoplasm	Reactome DB_ID: 1027364	Protein647	
Complex392	IRF3 bound to IFN-beta promoter	nucleoplasm	Reactome DB_ID: 1027359	Complex391	
Complex392	IRF3 bound to IFN-beta promoter	nucleoplasm	Reactome DB_ID: 1027359	PhysicalEntity32	
Complex393	dsRNA:RIG-I/MDA5:IPS-1:RIP-1/FADD	mitochondrial outer membrane	Reactome DB_ID: 918291	Complex394	
Complex393	dsRNA:RIG-I/MDA5:IPS-1:RIP-1/FADD	mitochondrial outer membrane	Reactome DB_ID: 918291	Complex381	
Complex394	IPS-1:RIP-1/FADD	mitochondrial outer membrane	Reactome DB_ID: 918293	Protein258	
Complex394	IPS-1:RIP-1/FADD	mitochondrial outer membrane	Reactome DB_ID: 918293	Protein643	
Complex394	IPS-1:RIP-1/FADD	mitochondrial outer membrane	Reactome DB_ID: 918293	Protein268	
Complex395	dsRNA:RIG-I/MDA5:IPS-1:RIP-1/FADD:Procasp-8/10	mitochondrial outer membrane	Reactome DB_ID: 933468	Complex396	
Complex395	dsRNA:RIG-I/MDA5:IPS-1:RIP-1/FADD:Procasp-8/10	mitochondrial outer membrane	Reactome DB_ID: 933468	Complex381	
Complex396	IPS-1:RIP-1/FADD:procaspase-8/10	mitochondrial outer membrane	Reactome DB_ID: 933475	Protein258	
Complex396	IPS-1:RIP-1/FADD:procaspase-8/10	mitochondrial outer membrane	Reactome DB_ID: 933475	Complex397	
Complex396	IPS-1:RIP-1/FADD:procaspase-8/10	mitochondrial outer membrane	Reactome DB_ID: 933475	Protein643	
Complex397	FADD:procaspase-8/10	cytosol	Reactome DB_ID: 933481	Protein651	
Complex397	FADD:procaspase-8/10	cytosol	Reactome DB_ID: 933481	Protein268	
Complex398	dsRNA:RIG-I/MDA5:IPS-1:RIP-1/FADD:procaspase-8/10 dimer	mitochondrial outer membrane	Reactome DB_ID: 933483	Complex399	
Complex398	dsRNA:RIG-I/MDA5:IPS-1:RIP-1/FADD:procaspase-8/10 dimer	mitochondrial outer membrane	Reactome DB_ID: 933483	Complex381	
Complex399	IPS-1:RIP-1/FADD:procaspase-8/10 dimer	mitochondrial outer membrane	Reactome DB_ID: 933477	Protein258	
Complex399	IPS-1:RIP-1/FADD:procaspase-8/10 dimer	mitochondrial outer membrane	Reactome DB_ID: 933477	Protein643	
Complex399	IPS-1:RIP-1/FADD:procaspase-8/10 dimer	mitochondrial outer membrane	Reactome DB_ID: 933477	Complex400	
Complex4	FL-TLR7 dimer	endoplasmic reticulum membrane	Reactome DB_ID: 1678995	Protein4	
Complex40	TRAF6:p-IRAK2	plasma membrane	Reactome DB_ID: 936961	Protein49	
Complex40	TRAF6:p-IRAK2	plasma membrane	Reactome DB_ID: 936961	Protein43	
Complex400	FADD:procaspase-8/10 dimer	cytosol	Reactome DB_ID: 933474	Protein268	
Complex400	FADD:procaspase-8/10 dimer	cytosol	Reactome DB_ID: 933474	Complex401	
Complex401	procaspase-8/10 dimer	cytosol	Reactome DB_ID: 933469	Protein651	
Complex402	dsRNA:RIG-I/MDA5:TRAF2/TRAF6:IPS-1:RIP-1/FADD:Casp-8/10 prodomain	mitochondrial outer membrane	Reactome DB_ID: 933473	Complex403	
Complex402	dsRNA:RIG-I/MDA5:TRAF2/TRAF6:IPS-1:RIP-1/FADD:Casp-8/10 prodomain	mitochondrial outer membrane	Reactome DB_ID: 933473	Complex381	
Complex403	IPS-1:RIP-1/FADD:Casp-8/10 prodomain	mitochondrial outer membrane	Reactome DB_ID: 933466	Complex404	
Complex403	IPS-1:RIP-1/FADD:Casp-8/10 prodomain	mitochondrial outer membrane	Reactome DB_ID: 933466	Protein258	
Complex403	IPS-1:RIP-1/FADD:Casp-8/10 prodomain	mitochondrial outer membrane	Reactome DB_ID: 933466	Protein643	
Complex404	FADD:Casp-8/10 prodomain	cytosol	Reactome DB_ID: 933480	Protein268	
Complex404	FADD:Casp-8/10 prodomain	cytosol	Reactome DB_ID: 933480	Protein656	
Complex405	dsRNA:RIG-I/MDA5:TRAF2/TRAF6:IPS-1:RIP-1/FADD:Casp-8/10 prodomain:IKK complex	mitochondrial outer membrane	Reactome DB_ID: 933478	Complex45	
Complex405	dsRNA:RIG-I/MDA5:TRAF2/TRAF6:IPS-1:RIP-1/FADD:Casp-8/10 prodomain:IKK complex	mitochondrial outer membrane	Reactome DB_ID: 933478	Complex402	
Complex406	dsRNA:RIG-I/MDA5:IPS-1:TRAF2/TRAF6	mitochondrial outer membrane	Reactome DB_ID: 933467	Complex381	
Complex406	dsRNA:RIG-I/MDA5:IPS-1:TRAF2/TRAF6	mitochondrial outer membrane	Reactome DB_ID: 933467	Complex407	
Complex407	IPS-1:TRAF2/TRAF6	mitochondrial outer membrane	Reactome DB_ID: 933465	Protein643	
Complex407	IPS-1:TRAF2/TRAF6	mitochondrial outer membrane	Reactome DB_ID: 933465	Protein659	
Complex408	dsRNA:RIG-I/MDA5:IPS-1:TRAF2/TRAF6:TANK	mitochondrial outer membrane	Reactome DB_ID: 933472	Complex406	
Complex408	dsRNA:RIG-I/MDA5:IPS-1:TRAF2/TRAF6:TANK	mitochondrial outer membrane	Reactome DB_ID: 933472	Protein661	
Complex409	dsRNA:RIG-I/MDA5:IPS-1:TRAF2/TRAF6:TANK:TBK1/IKKi	mitochondrial outer membrane	Reactome DB_ID: 933479	Protein243	
Complex409	dsRNA:RIG-I/MDA5:IPS-1:TRAF2/TRAF6:TANK:TBK1/IKKi	mitochondrial outer membrane	Reactome DB_ID: 933479	Complex408	
Complex41	TRAF6:hp-IRAK1:Pellino	plasma membrane	Reactome DB_ID: 937020	Protein50	
Complex41	TRAF6:hp-IRAK1:Pellino	plasma membrane	Reactome DB_ID: 937020	Complex39	
Complex410	dsRNA:RIG-I/MDA5:IPS-1:TRAF2/TRAF6:TANK:TBK1/IKKi:IRF7	mitochondrial outer membrane	Reactome DB_ID: 933470	Protein251	
Complex410	dsRNA:RIG-I/MDA5:IPS-1:TRAF2/TRAF6:TANK:TBK1/IKKi:IRF7	mitochondrial outer membrane	Reactome DB_ID: 933470	Complex409	
Complex411	CBP/p300:pIRF7:pIRF7	nucleoplasm	Reactome DB_ID: 933471	Complex119	
Complex411	CBP/p300:pIRF7:pIRF7	nucleoplasm	Reactome DB_ID: 933471	Protein647	
Complex412	VAF (virus-activated factor)	nucleoplasm	Reactome DB_ID: 1027360	Complex390	
Complex412	VAF (virus-activated factor)	nucleoplasm	Reactome DB_ID: 1027360	Protein647	
Complex414	VAF/pIRF7:CBP/p300 bound to type I IFN gene promoter	nucleoplasm	Reactome DB_ID: 1027368	PhysicalEntity33	
Complex414	VAF/pIRF7:CBP/p300 bound to type I IFN gene promoter	nucleoplasm	Reactome DB_ID: 1027368	Complex413	
Complex416	IRF-1:IFN-alpha promoter	nucleoplasm	Reactome DB_ID: 994039	PhysicalEntity34	
Complex416	IRF-1:IFN-alpha promoter	nucleoplasm	Reactome DB_ID: 994039	Protein675	
Complex417	IRF1:Promoter region of IFN beta	nucleoplasm	Reactome DB_ID: 1008252	Protein675	
Complex419	IRF2:Promoter region of INF alpha	nucleoplasm	Reactome DB_ID: 994019	PhysicalEntity34	
Complex419	IRF2:Promoter region of INF alpha	nucleoplasm	Reactome DB_ID: 994019	Protein676	
Complex42	p-Pellino:hp-IRAK1:TRAF6	plasma membrane	Reactome DB_ID: 937040	Protein50	
Complex42	p-Pellino:hp-IRAK1:TRAF6	plasma membrane	Reactome DB_ID: 937040	Complex39	
Complex420	IRF2:Promoter region of INF beta	nucleoplasm	Reactome DB_ID: 1018384	Protein676	
Complex420	IRF2:Promoter region of INF beta	nucleoplasm	Reactome DB_ID: 1018384	PhysicalEntity32	
Complex421	dsRNA:RIG-I/MDA5:IPS-1:TRAF2/TRAF6:MEKK1	mitochondrial outer membrane	Reactome DB_ID: 933482	Protein82	
Complex421	dsRNA:RIG-I/MDA5:IPS-1:TRAF2/TRAF6:MEKK1	mitochondrial outer membrane	Reactome DB_ID: 933482	Complex406	
Complex422	RNF125:E2 enzyme (UBE2K, UbcH5a-c):K48-polyubiquitin	cytosol	Reactome DB_ID: 936388	Protein684	
Complex422	RNF125:E2 enzyme (UBE2K, UbcH5a-c):K48-polyubiquitin	cytosol	Reactome DB_ID: 936388	Protein682	
Complex423	p-IRF3:p-IRF3	nucleoplasm	Reactome DB_ID: 936446	Protein685	
Complex424	p-IRF3 dimer:PIN1	nucleoplasm	Reactome DB_ID: 936444	Protein686	
Complex424	p-IRF3 dimer:PIN1	nucleoplasm	Reactome DB_ID: 936444	Complex423	
Complex425	ISGylated IRF3	cytosol	Reactome DB_ID: 1169389	Protein634	
Complex425	ISGylated IRF3	cytosol	Reactome DB_ID: 1169389	Protein250	
Complex426	IPS-1:ATG5-ATG12 conjugate	mitochondrial outer membrane	Reactome DB_ID: 936373	Protein643	
Complex426	IPS-1:ATG5-ATG12 conjugate	mitochondrial outer membrane	Reactome DB_ID: 936373	Complex427	
Complex427	ATG5-ATG12 conjugate	cytosol	Reactome DB_ID: 936428	Protein688	
Complex427	ATG5-ATG12 conjugate	cytosol	Reactome DB_ID: 936428	Protein687	
Complex428	dsRNA:RIG-I/MDA5:IPS-1:ATG5-ATG12	mitochondrial outer membrane	Reactome DB_ID: 936400	Complex426	
Complex428	dsRNA:RIG-I/MDA5:IPS-1:ATG5-ATG12	mitochondrial outer membrane	Reactome DB_ID: 936400	Complex381	
Complex429	dsRNA:RIG-1/MDA5:IPS-1:TRAF3	mitochondrial outer membrane	Reactome DB_ID: 936558	Protein241	
Complex429	dsRNA:RIG-1/MDA5:IPS-1:TRAF3	mitochondrial outer membrane	Reactome DB_ID: 936558	Complex382	
Complex43	TRIKA1	cytosol	Reactome DB_ID: 202463	Protein55	
Complex43	TRIKA1	cytosol	Reactome DB_ID: 202463	Protein54	
Complex430	TAX1BP1:TNFAIP3	cytosol	Reactome DB_ID: 937339	Protein706	
Complex430	TAX1BP1:TNFAIP3	cytosol	Reactome DB_ID: 937339	Protein583	
Complex431	TAX1BP1:TNFAIP3:TBK1/IKKi	cytosol	Reactome DB_ID: 937333	Protein243	
Complex431	TAX1BP1:TNFAIP3:TBK1/IKKi	cytosol	Reactome DB_ID: 937333	Complex430	
Complex432	dsRNA:RIG-I/MDA5:IPS-1:PCBP2	mitochondrial outer membrane	Reactome DB_ID: 983462	Protein707	
Complex432	dsRNA:RIG-I/MDA5:IPS-1:PCBP2	mitochondrial outer membrane	Reactome DB_ID: 983462	Complex382	
Complex433	dsRNA:RIG-I/MDA5:K48 Ub-IPS-1:PCBP2:AIP4	mitochondrial outer membrane	Reactome DB_ID: 983459	Protein707	
Complex433	dsRNA:RIG-I/MDA5:K48 Ub-IPS-1:PCBP2:AIP4	mitochondrial outer membrane	Reactome DB_ID: 983459	Complex434	
Complex433	dsRNA:RIG-I/MDA5:K48 Ub-IPS-1:PCBP2:AIP4	mitochondrial outer membrane	Reactome DB_ID: 983459	Protein582	
Complex434	dsRNA:RIG-I/MDA5:K48 Ub-IPS-1	mitochondrial outer membrane	Reactome DB_ID: 983461	Complex381	
Complex434	dsRNA:RIG-I/MDA5:K48 Ub-IPS-1	mitochondrial outer membrane	Reactome DB_ID: 983461	Protein708	
Complex436	Defensin alpha 1 dimer	extracellular region	Reactome DB_ID: 1462057	Protein799	
Complex437	Defensin alpha 2 dimer	extracellular region	Reactome DB_ID: 1462050	Protein800	
Complex438	Defensin alpha 3 dimer	extracellular region	Reactome DB_ID: 1462029	Protein802	
Complex439	Defensin alpha 4 dimer	extracellular region	Reactome DB_ID: 1467211	Protein803	
Complex44	K63-linked polyUb p-IRAK1:TRAF6	cytosol	Reactome DB_ID: 937043	Protein48	
Complex44	K63-linked polyUb p-IRAK1:TRAF6	cytosol	Reactome DB_ID: 937043	Protein56	
Complex440	Defensin-5 dimer	extracellular region	Reactome DB_ID: 1461970	Protein806	
Complex441	Defensin-6 dimer	extracellular region	Reactome DB_ID: 1461977	Protein811	
Complex442	Alpha-defensin dimers:anionic phospholipids	plasma membrane	Reactome DB_ID: 1471345	SmallMolecule52	
Complex442	Alpha-defensin dimers:anionic phospholipids	plasma membrane	Reactome DB_ID: 1471345	Complex435	
Complex443	Alpha-defensin pore complex	plasma membrane	Reactome DB_ID: 1471355	Complex442	
Complex444	gp120 homotrimer	viral envelope	Reactome DB_ID: 173652	Protein812	
Complex445	HNP1-3:gp120	viral envelope	Reactome DB_ID: 1471336	Complex444	
Complex445	HNP1-3:gp120	viral envelope	Reactome DB_ID: 1471336	Protein813	
Complex446	Defensins alpha 1-3:CD4	plasma membrane	Reactome DB_ID: 1471352	Protein814	
Complex446	Defensins alpha 1-3:CD4	plasma membrane	Reactome DB_ID: 1471352	Protein813	
Complex447	Beta-defensins:anionic phospholipids	plasma membrane	Reactome DB_ID: 1471372	SmallMolecule52	
Complex447	Beta-defensins:anionic phospholipids	plasma membrane	Reactome DB_ID: 1471372	Protein818	
Complex448	Beta-defensins 1,4A,103:CCR6	plasma membrane	Reactome DB_ID: 1471343	Protein852	
Complex448	Beta-defensins 1,4A,103:CCR6	plasma membrane	Reactome DB_ID: 1471343	Protein851	
Complex449	Beta defensins 4A,103:CCR2	plasma membrane	Reactome DB_ID: 1973966	Protein853	
Complex449	Beta defensins 4A,103:CCR2	plasma membrane	Reactome DB_ID: 1973966	Protein854	
Complex45	IKK complex	cytosol	Reactome DB_ID: 168113	Protein59	
Complex45	IKK complex	cytosol	Reactome DB_ID: 168113	Protein58	
Complex45	IKK complex	cytosol	Reactome DB_ID: 168113	Protein57	
Complex450	Beta defensin 103:TLR1:TLR2	plasma membrane	Reactome DB_ID: 1974673	Complex199	
Complex450	Beta defensin 103:TLR1:TLR2	plasma membrane	Reactome DB_ID: 1974673	Protein819	
Complex451	Defensins that bind Lipid II:Lipid II	plasma membrane	Reactome DB_ID: 1471328	SmallMolecule53	
Complex451	Defensins that bind Lipid II:Lipid II	plasma membrane	Reactome DB_ID: 1471328	Protein855	
Complex452	dsDNA:ZBP1	cytosol	Reactome DB_ID: 1591233	Complex453	
Complex452	dsDNA:ZBP1	cytosol	Reactome DB_ID: 1591233	PhysicalEntity37	
Complex453	ZBP1:ZBP1	cytosol	Reactome DB_ID: 1591226	Protein856	
Complex454	dsDNA:ZBP1:pS-172-TBK1	cytosol	Reactome DB_ID: 1606333	Protein857	
Complex454	dsDNA:ZBP1:pS-172-TBK1	cytosol	Reactome DB_ID: 1606333	Complex452	
Complex455	dsDNA:ZBP1:pS-172-TBK:IRF3	cytosol	Reactome DB_ID: 1606328	Complex454	
Complex455	dsDNA:ZBP1:pS-172-TBK:IRF3	cytosol	Reactome DB_ID: 1606328	Protein250	
Complex456	NLRP4:DTX4:p-S172-TBK1complexes	cytoplasmic vesicle membrane	Reactome DB_ID: 3249384	Complex457	
Complex456	NLRP4:DTX4:p-S172-TBK1complexes	cytoplasmic vesicle membrane	Reactome DB_ID: 3249384	Protein858	
Complex456	NLRP4:DTX4:p-S172-TBK1complexes	cytoplasmic vesicle membrane	Reactome DB_ID: 3249384	Protein860	
Complex458	STING:p-S172-TBK1:IRF3	cytoplasmic vesicle membrane	Reactome DB_ID: 2396004	Complex459	
Complex458	STING:p-S172-TBK1:IRF3	cytoplasmic vesicle membrane	Reactome DB_ID: 2396004	Protein857	
Complex458	STING:p-S172-TBK1:IRF3	cytoplasmic vesicle membrane	Reactome DB_ID: 2396004	Protein250	
Complex459	STING:STING	cytoplasmic vesicle membrane	Reactome DB_ID: 3134799	Protein859	
Complex46	TRAF6:K63-linked polyUb p-IRAK1:IKK complex	cytosol	Reactome DB_ID: 937038	Complex44	
Complex46	TRAF6:K63-linked polyUb p-IRAK1:IKK complex	cytosol	Reactome DB_ID: 937038	Complex45	
Complex460	dsDNA:ZBP1:RIP1:RIP3	cytosol	Reactome DB_ID: 1810470	Protein258	
Complex460	dsDNA:ZBP1:RIP1:RIP3	cytosol	Reactome DB_ID: 1810470	Protein259	
Complex460	dsDNA:ZBP1:RIP1:RIP3	cytosol	Reactome DB_ID: 1810470	Complex452	
Complex461	viral dsRNA:TLR3:TRIF:RIP1 	endosome membrane	Reactome DB_ID: 177649	Complex107	
Complex461	viral dsRNA:TLR3:TRIF:RIP1 	endosome membrane	Reactome DB_ID: 177649	Protein861	
Complex462	cGAS:dsDNA	cytosol	Reactome DB_ID: 3244625	PhysicalEntity40	
Complex462	cGAS:dsDNA	cytosol	Reactome DB_ID: 3244625	Protein862	
Complex463	dsDNA:IFI16	cytosol	Reactome DB_ID: 1834947	Protein863	
Complex463	dsDNA:IFI16	cytosol	Reactome DB_ID: 1834947	PhysicalEntity38	
