Complex1	dimerized CEL:bile salt complex	extracellular region	Reactome DB_ID: 192480	Complex2	
Complex32	ApoB-48:TG:PL complex	endosome membrane	Reactome DB_ID: 174799	SmallMolecule44	
Complex320	ASAH1	lysosomal lumen	Reactome DB_ID: 1606584	Protein736	
Complex320	ASAH1	lysosomal lumen	Reactome DB_ID: 1606584	Protein735	
Complex321	active STS dimer	endoplasmic reticulum membrane	Reactome DB_ID: 1606803	SmallMolecule421	
Complex321	active STS dimer	endoplasmic reticulum membrane	Reactome DB_ID: 1606803	Protein743	
Complex322	PDSS1/2 tetramer	mitochondrial matrix	Reactome DB_ID: 2162271	Protein747	
Complex322	PDSS1/2 tetramer	mitochondrial matrix	Reactome DB_ID: 2162271	Complex323	
Complex323	PDSS1:Mg2+	mitochondrial matrix	Reactome DB_ID: 2162274	Protein748	
Complex323	PDSS1:Mg2+	mitochondrial matrix	Reactome DB_ID: 2162274	SmallMolecule770	
Complex324	COQ6:FAD	mitochondrial inner membrane	Reactome DB_ID: 2162308	Protein750	
Complex324	COQ6:FAD	mitochondrial inner membrane	Reactome DB_ID: 2162308	SmallMolecule774	
Complex325	COQ7:Fe2+	mitochondrial inner membrane	Reactome DB_ID: 2167852	SmallMolecule782	
Complex325	COQ7:Fe2+	mitochondrial inner membrane	Reactome DB_ID: 2167852	Protein753	
Complex33	chylomicron remnant:apoE complex	endosome lumen	Reactome DB_ID: 174594	Protein41	
Complex33	chylomicron remnant:apoE complex	endosome lumen	Reactome DB_ID: 174594	Complex34	
Complex34	chylomicron remnant	endosome lumen	Reactome DB_ID: 174805	SmallMolecule49	
Complex34	chylomicron remnant	endosome lumen	Reactome DB_ID: 174805	SmallMolecule48	
Complex34	chylomicron remnant	endosome lumen	Reactome DB_ID: 174805	Protein41	
Complex34	chylomicron remnant	endosome lumen	Reactome DB_ID: 174805	SmallMolecule51	
Complex34	chylomicron remnant	endosome lumen	Reactome DB_ID: 174805	Complex35	
Complex35	ApoB-48:TG:PL complex	endosome lumen	Reactome DB_ID: 174593	Protein42	
Complex35	ApoB-48:TG:PL complex	endosome lumen	Reactome DB_ID: 174593	SmallMolecule50	
Complex35	ApoB-48:TG:PL complex	endosome lumen	Reactome DB_ID: 174593	SmallMolecule51	
Complex36	BMP1:Zn++	extracellular region	Reactome DB_ID: 264759	Protein44	
Complex36	BMP1:Zn++	extracellular region	Reactome DB_ID: 264759	SmallMolecule52	
Complex37	Alpha2-macroglobulin	extracellular region	Reactome DB_ID: 158255	Protein45	
Complex38	ABCA1 tetramer	plasma membrane	Reactome DB_ID: 216753	Protein46	
Complex39	ABCA1:apoA-I complex	plasma membrane	Reactome DB_ID: 216758	Protein47	
Complex39	ABCA1:apoA-I complex	plasma membrane	Reactome DB_ID: 216758	Complex38	
Complex4	NPC1L1:ezetimibe complex	plasma membrane	Reactome DB_ID: 265464	Protein7	
Complex4	NPC1L1:ezetimibe complex	plasma membrane	Reactome DB_ID: 265464	SmallMolecule23	
Complex40	pre-beta HDL	extracellular region	Reactome DB_ID: 216752	SmallMolecule3	
Complex40	pre-beta HDL	extracellular region	Reactome DB_ID: 216752	SmallMolecule36	
Complex40	pre-beta HDL	extracellular region	Reactome DB_ID: 216752	Protein18	
Complex41	pre-beta HDL	extracellular region	Reactome DB_ID: 349645	SmallMolecule3	
Complex41	pre-beta HDL	extracellular region	Reactome DB_ID: 349645	SmallMolecule36	
Complex41	pre-beta HDL	extracellular region	Reactome DB_ID: 349645	SmallMolecule1	
Complex41	pre-beta HDL	extracellular region	Reactome DB_ID: 349645	Protein18	
Complex42	ABCG1 dimer	plasma membrane	Reactome DB_ID: 194222	Protein48	
Complex43	discoidal HDL:cholesterol	extracellular region	Reactome DB_ID: 266083	Complex40	
Complex43	discoidal HDL:cholesterol	extracellular region	Reactome DB_ID: 266083	SmallMolecule3	
Complex44	LCAT:discoidal HDL complex	extracellular region	Reactome DB_ID: 264684	Complex40	
Complex44	LCAT:discoidal HDL complex	extracellular region	Reactome DB_ID: 264684	Protein49	
Complex45	albumin:2-lysophosphatidylcholine complex	extracellular region	Reactome DB_ID: 264677	Protein53	
Complex45	albumin:2-lysophosphatidylcholine complex	extracellular region	Reactome DB_ID: 264677	SmallMolecule56	
Complex46	LCAT:spherical HDL complex	extracellular region	Reactome DB_ID: 266308	Protein49	
Complex46	LCAT:spherical HDL complex	extracellular region	Reactome DB_ID: 266308	Complex13	
Complex47	CETP:triacylglycerol complex	extracellular region	Reactome DB_ID: 266351	Protein54	
Complex47	CETP:triacylglycerol complex	extracellular region	Reactome DB_ID: 266351	SmallMolecule36	
Complex47	CETP:triacylglycerol complex	extracellular region	Reactome DB_ID: 266351	SmallMolecule15	
Complex48	CETP:cholesterol ester complex	extracellular region	Reactome DB_ID: 266340	Protein54	
Complex48	CETP:cholesterol ester complex	extracellular region	Reactome DB_ID: 266340	SmallMolecule36	
Complex48	CETP:cholesterol ester complex	extracellular region	Reactome DB_ID: 266340	SmallMolecule1	
Complex49	spherical HDL:triacylglycerol complex	extracellular region	Reactome DB_ID: 266348	SmallMolecule15	
Complex49	spherical HDL:triacylglycerol complex	extracellular region	Reactome DB_ID: 266348	Complex13	
Complex5	ABCG5:ABCG8 heterodimer	plasma membrane	Reactome DB_ID: 265452	Protein8	
Complex5	ABCG5:ABCG8 heterodimer	plasma membrane	Reactome DB_ID: 265452	Protein9	
Complex50	CETP:spherical HDL:torcetrapib complex	extracellular region	Reactome DB_ID: 349410	Complex47	
Complex50	CETP:spherical HDL:torcetrapib complex	extracellular region	Reactome DB_ID: 349410	SmallMolecule57	
Complex50	CETP:spherical HDL:torcetrapib complex	extracellular region	Reactome DB_ID: 349410	Complex13	
Complex51	spherical HDL:SR-BI complex	plasma membrane	Reactome DB_ID: 349649	Protein55	
Complex51	spherical HDL:SR-BI complex	plasma membrane	Reactome DB_ID: 349649	Complex52	
Complex52	spherical HDL	plasma membrane	Reactome DB_ID: 349644	SmallMolecule39	
Complex52	spherical HDL	plasma membrane	Reactome DB_ID: 349644	SmallMolecule38	
Complex52	spherical HDL	plasma membrane	Reactome DB_ID: 349644	SmallMolecule37	
Complex52	spherical HDL	plasma membrane	Reactome DB_ID: 349644	Protein47	
Complex52	spherical HDL	plasma membrane	Reactome DB_ID: 349644	SmallMolecule58	
Complex53	CUBN:AMN	plasma membrane	Reactome DB_ID: 264830	Protein56	
Complex53	CUBN:AMN	plasma membrane	Reactome DB_ID: 264830	Protein57	
Complex54	apoA-I:CUBN:AMN complex	plasma membrane	Reactome DB_ID: 264851	Complex53	
Complex54	apoA-I:CUBN:AMN complex	plasma membrane	Reactome DB_ID: 264851	Protein47	
Complex55	LDL	extracellular region	Reactome DB_ID: 171131	Protein58	
Complex55	LDL	extracellular region	Reactome DB_ID: 171131	SmallMolecule3	
Complex55	LDL	extracellular region	Reactome DB_ID: 171131	SmallMolecule36	
Complex55	LDL	extracellular region	Reactome DB_ID: 171131	SmallMolecule1	
Complex55	LDL	extracellular region	Reactome DB_ID: 171131	SmallMolecule15	
Complex56	LDL:cholesterol ester complex	extracellular region	Reactome DB_ID: 266339	Complex55	
Complex56	LDL:cholesterol ester complex	extracellular region	Reactome DB_ID: 266339	SmallMolecule1	
Complex57	Lp(a)	extracellular region	Reactome DB_ID: 176866	Protein59	
Complex57	Lp(a)	extracellular region	Reactome DB_ID: 176866	Complex55	
Complex58	LDL:LDLR complex	plasma membrane	Reactome DB_ID: 171100	Complex59	
Complex58	LDL:LDLR complex	plasma membrane	Reactome DB_ID: 171100	Protein30	
Complex59	LDL	plasma membrane	Reactome DB_ID: 171112	Protein60	
Complex59	LDL	plasma membrane	Reactome DB_ID: 171112	SmallMolecule39	
Complex59	LDL	plasma membrane	Reactome DB_ID: 171112	SmallMolecule38	
Complex59	LDL	plasma membrane	Reactome DB_ID: 171112	SmallMolecule37	
Complex59	LDL	plasma membrane	Reactome DB_ID: 171112	SmallMolecule58	
Complex6	ApoB-48:TG:PL complex	endoplasmic reticulum membrane	Reactome DB_ID: 174630	SmallMolecule30	
Complex6	ApoB-48:TG:PL complex	endoplasmic reticulum membrane	Reactome DB_ID: 174630	Protein10	
Complex6	ApoB-48:TG:PL complex	endoplasmic reticulum membrane	Reactome DB_ID: 174630	SmallMolecule31	
Complex60	LDL:LDLR complex	clathrin-coated endocytic vesicle membrane	Reactome DB_ID: 171108	Complex61	
Complex60	LDL:LDLR complex	clathrin-coated endocytic vesicle membrane	Reactome DB_ID: 171108	Protein34	
Complex61	LDL	clathrin-coated endocytic vesicle membrane	Reactome DB_ID: 171156	Protein61	
Complex61	LDL	clathrin-coated endocytic vesicle membrane	Reactome DB_ID: 171156	SmallMolecule43	
Complex61	LDL	clathrin-coated endocytic vesicle membrane	Reactome DB_ID: 171156	SmallMolecule42	
Complex61	LDL	clathrin-coated endocytic vesicle membrane	Reactome DB_ID: 171156	SmallMolecule40	
Complex61	LDL	clathrin-coated endocytic vesicle membrane	Reactome DB_ID: 171156	SmallMolecule41	
Complex62	LDL:LDLR complex	endosome membrane	Reactome DB_ID: 171056	Complex63	
Complex62	LDL:LDLR complex	endosome membrane	Reactome DB_ID: 171056	Protein40	
Complex63	LDL	endosome membrane	Reactome DB_ID: 171044	Protein62	
Complex63	LDL	endosome membrane	Reactome DB_ID: 171044	SmallMolecule47	
Complex63	LDL	endosome membrane	Reactome DB_ID: 171044	SmallMolecule45	
Complex63	LDL	endosome membrane	Reactome DB_ID: 171044	SmallMolecule46	
Complex63	LDL	endosome membrane	Reactome DB_ID: 171044	SmallMolecule44	
Complex64	LDL	endosome lumen	Reactome DB_ID: 171082	Protein63	
Complex64	LDL	endosome lumen	Reactome DB_ID: 171082	SmallMolecule49	
Complex64	LDL	endosome lumen	Reactome DB_ID: 171082	SmallMolecule48	
Complex64	LDL	endosome lumen	Reactome DB_ID: 171082	SmallMolecule50	
Complex64	LDL	endosome lumen	Reactome DB_ID: 171082	SmallMolecule51	
Complex65	phosphorylated HSL dimer	cytosol	Reactome DB_ID: 163513	Protein65	
Complex66	perilipin:CGI-58 complex	lipid particle	Reactome DB_ID: 163495	Protein70	
Complex66	perilipin:CGI-58 complex	lipid particle	Reactome DB_ID: 163495	Protein71	
Complex67	phosphorylated HSL dimer	lipid particle	Reactome DB_ID: 163435	Protein75	
Complex68	phosphorylated HSL dimer:FABP4 complex	lipid particle	Reactome DB_ID: 163535	Complex67	
Complex68	phosphorylated HSL dimer:FABP4 complex	lipid particle	Reactome DB_ID: 163535	Protein76	
Complex69	Citrate lyase homotetramer	cytosol	Reactome DB_ID: 76188	Protein83	
Complex7	MTP:PDI:lipid complex	endoplasmic reticulum lumen	Reactome DB_ID: 174681	SmallMolecule32	
Complex7	MTP:PDI:lipid complex	endoplasmic reticulum lumen	Reactome DB_ID: 174681	Protein11	
Complex7	MTP:PDI:lipid complex	endoplasmic reticulum lumen	Reactome DB_ID: 174681	SmallMolecule33	
Complex7	MTP:PDI:lipid complex	endoplasmic reticulum lumen	Reactome DB_ID: 174681	Protein12	
Complex70	FAS dimer	cytosol	Reactome DB_ID: 77380	Protein85	
Complex72	GPD1 dimer	cytosol	Reactome DB_ID: 76117	Protein106	
Complex73	GPD1L dimer	cytosol	Reactome DB_ID: 1500615	Protein107	
Complex74	DGAT1 tetramer	endoplasmic reticulum membrane	Reactome DB_ID: 200109	Protein130	
Complex75	Btn-ACACA:2Mn2+	cytosol	Reactome DB_ID: 2993815	SmallMolecule112	
Complex75	Btn-ACACA:2Mn2+	cytosol	Reactome DB_ID: 2993815	Protein84	
Complex76	AMPK heterotrimer (active)	cytosol	Reactome DB_ID: 200408	Protein139	
Complex76	AMPK heterotrimer (active)	cytosol	Reactome DB_ID: 200408	Protein140	
Complex76	AMPK heterotrimer (active)	cytosol	Reactome DB_ID: 200408	Protein141	
Complex77	ACADVL dimer	mitochondrial matrix	Reactome DB_ID: 77279	Protein142	
Complex78	Trifunctional Protein	mitochondrial matrix	Reactome DB_ID: 77267	Protein144	
Complex78	Trifunctional Protein	mitochondrial matrix	Reactome DB_ID: 77267	Protein143	
Complex79	ACADL tetramer	mitochondrial matrix	Reactome DB_ID: 77258	Protein145	
Complex8	ApoB-48:TG:PL complex	endoplasmic reticulum lumen	Reactome DB_ID: 174756	SmallMolecule32	
Complex8	ApoB-48:TG:PL complex	endoplasmic reticulum lumen	Reactome DB_ID: 174756	SmallMolecule33	
Complex8	ApoB-48:TG:PL complex	endoplasmic reticulum lumen	Reactome DB_ID: 174756	Protein13	
Complex80	ECHS1 hexamer	mitochondrial matrix	Reactome DB_ID: 71048	Protein146	
Complex81	HADH dimer	mitochondrial matrix	Reactome DB_ID: 71052	Protein147	
Complex82	ACADM tetramer	mitochondrial matrix	Reactome DB_ID: 77335	Protein148	
Complex83	ACADS tetramer	mitochondrial matrix	Reactome DB_ID: 77316	Protein149	
Complex84	DCI dimer	mitochondrial matrix	Reactome DB_ID: 110060	Protein150	
Complex85	DECR1 tetramer	mitochondrial matrix	Reactome DB_ID: 110061	Protein151	
Complex86	6x(Btn-PCCA:PCCB)	mitochondrial matrix	Reactome DB_ID: 71026	Complex87	
Complex87	Btn-PCCA:PCCB	mitochondrial matrix	Reactome DB_ID: 71025	Protein153	
Complex87	Btn-PCCA:PCCB	mitochondrial matrix	Reactome DB_ID: 71025	Protein152	
Complex88	2xMMAA:2xMUT:AdoCbl	mitochondrial matrix	Reactome DB_ID: 3159272	Complex89	
Complex88	2xMMAA:2xMUT:AdoCbl	mitochondrial matrix	Reactome DB_ID: 3159272	Complex90	
Complex89	2xMMAA	mitochondrial matrix	Reactome DB_ID: 3159270	Protein155	
Complex9	nascent chylomicron	endoplasmic reticulum lumen	Reactome DB_ID: 174626	SmallMolecule32	
Complex9	nascent chylomicron	endoplasmic reticulum lumen	Reactome DB_ID: 174626	SmallMolecule34	
Complex9	nascent chylomicron	endoplasmic reticulum lumen	Reactome DB_ID: 174626	Protein14	
Complex9	nascent chylomicron	endoplasmic reticulum lumen	Reactome DB_ID: 174626	Protein15	
Complex9	nascent chylomicron	endoplasmic reticulum lumen	Reactome DB_ID: 174626	SmallMolecule35	
Complex9	nascent chylomicron	endoplasmic reticulum lumen	Reactome DB_ID: 174626	Complex8	
Complex9	nascent chylomicron	endoplasmic reticulum lumen	Reactome DB_ID: 174626	Protein16	
Complex90	2xMUT:AdoCbl	mitochondrial matrix	Reactome DB_ID: 70999	SmallMolecule160	
Complex90	2xMUT:AdoCbl	mitochondrial matrix	Reactome DB_ID: 70999	Protein156	
Complex91	2xMMAA:2xMUT	mitochondrial matrix	Reactome DB_ID: 3159295	Complex89	
Complex91	2xMMAA:2xMUT	mitochondrial matrix	Reactome DB_ID: 3159295	Complex92	
Complex92	2xMUT	mitochondrial matrix	Reactome DB_ID: 3159252	Protein156	
Complex93	ACAT1 tetramer	mitochondrial matrix	Reactome DB_ID: 70839	Protein157	
Complex94	HMGCL dimer	mitochondrial matrix	Reactome DB_ID: 74264	Protein159	
Complex95	BDH1 tetramer	mitochondrial matrix	Reactome DB_ID: 74280	Protein160	
Complex96	OXCT1 dimer	mitochondrial matrix	Reactome DB_ID: 74318	Protein161	
Complex97	PPARA:RXRA Heterodimer	nucleoplasm	Reactome DB_ID: 400138	PhysicalEntity2	
Complex97	PPARA:RXRA Heterodimer	nucleoplasm	Reactome DB_ID: 400138	Protein163	
Complex97	PPARA:RXRA Heterodimer	nucleoplasm	Reactome DB_ID: 400138	Protein164	
Complex98	PPARA:RXRA Repressor Complex	nucleoplasm	Reactome DB_ID: 400196	Protein166	
Complex98	PPARA:RXRA Repressor Complex	nucleoplasm	Reactome DB_ID: 400196	Protein167	
Complex98	PPARA:RXRA Repressor Complex	nucleoplasm	Reactome DB_ID: 400196	Complex97	
Complex98	PPARA:RXRA Repressor Complex	nucleoplasm	Reactome DB_ID: 400196	Protein165	
Complex99	FABP1:Ligands of PPARA	nucleoplasm	Reactome DB_ID: 2026984	SmallMolecule168	
Complex99	FABP1:Ligands of PPARA	nucleoplasm	Reactome DB_ID: 2026984	Protein173	
