Complex1	TP53 Tetramer	nucleoplasm	Reactome DB_ID: 3209194	Protein1	
Complex233	PP2A-PPP2R2D	nucleoplasm	Reactome DB_ID: 2430554	Protein210	
Complex233	PP2A-PPP2R2D	nucleoplasm	Reactome DB_ID: 2430554	Protein522	
Complex233	PP2A-PPP2R2D	nucleoplasm	Reactome DB_ID: 2430554	Protein216	
Complex234	p-S62-ARPP19/p-S67-ENSA:PP2A-PPP2R2D	nucleoplasm	Reactome DB_ID: 2430556	Protein521	
Complex234	p-S62-ARPP19/p-S67-ENSA:PP2A-PPP2R2D	nucleoplasm	Reactome DB_ID: 2430556	Complex233	
Complex235	p-T333-NEK9	cytosol	Reactome DB_ID: 2984219	Protein523	
Complex236	p-3S,T-NEK9	cytosol	Reactome DB_ID: 2984215	Protein524	
Complex237	p-3S,2T-NEK9	cytosol	Reactome DB_ID: 2984227	Protein525	
Complex238	p-3S,2T-NEK9:NEK6/NEK7	cytosol	Reactome DB_ID: 2980721	Protein526	
Complex238	p-3S,2T-NEK9:NEK6/NEK7	cytosol	Reactome DB_ID: 2980721	Complex237	
Complex239	p-3S,2T-NEK9: p-S206-NEK6/ p-S195-NEK7	cytosol	Reactome DB_ID: 2984255	Protein529	
Complex239	p-3S,2T-NEK9: p-S206-NEK6/ p-S195-NEK7	cytosol	Reactome DB_ID: 2984255	Complex237	
Complex24	CDK:DDK:Mcm10:pre-replicative complex	nucleoplasm	Reactome DB_ID: 68561	Complex25	
Complex24	CDK:DDK:Mcm10:pre-replicative complex	nucleoplasm	Reactome DB_ID: 68561	Complex26	
Complex24	CDK:DDK:Mcm10:pre-replicative complex	nucleoplasm	Reactome DB_ID: 68561	Complex32	
Complex240	Nuclear Pore Complex (NPC)	nuclear envelope	Reactome DB_ID: 157689	Protein532	
Complex240	Nuclear Pore Complex (NPC)	nuclear envelope	Reactome DB_ID: 157689	Protein533	
Complex240	Nuclear Pore Complex (NPC)	nuclear envelope	Reactome DB_ID: 157689	Protein534	
Complex240	Nuclear Pore Complex (NPC)	nuclear envelope	Reactome DB_ID: 157689	Protein535	
Complex240	Nuclear Pore Complex (NPC)	nuclear envelope	Reactome DB_ID: 157689	Protein536	
Complex240	Nuclear Pore Complex (NPC)	nuclear envelope	Reactome DB_ID: 157689	Protein537	
Complex240	Nuclear Pore Complex (NPC)	nuclear envelope	Reactome DB_ID: 157689	Complex241	
Complex240	Nuclear Pore Complex (NPC)	nuclear envelope	Reactome DB_ID: 157689	Complex242	
Complex240	Nuclear Pore Complex (NPC)	nuclear envelope	Reactome DB_ID: 157689	Protein547	
Complex240	Nuclear Pore Complex (NPC)	nuclear envelope	Reactome DB_ID: 157689	Protein548	
Complex240	Nuclear Pore Complex (NPC)	nuclear envelope	Reactome DB_ID: 157689	Protein549	
Complex240	Nuclear Pore Complex (NPC)	nuclear envelope	Reactome DB_ID: 157689	Protein552	
Complex240	Nuclear Pore Complex (NPC)	nuclear envelope	Reactome DB_ID: 157689	Protein553	
Complex240	Nuclear Pore Complex (NPC)	nuclear envelope	Reactome DB_ID: 157689	Protein554	
Complex240	Nuclear Pore Complex (NPC)	nuclear envelope	Reactome DB_ID: 157689	Protein555	
Complex240	Nuclear Pore Complex (NPC)	nuclear envelope	Reactome DB_ID: 157689	Protein556	
Complex240	Nuclear Pore Complex (NPC)	nuclear envelope	Reactome DB_ID: 157689	Protein557	
Complex240	Nuclear Pore Complex (NPC)	nuclear envelope	Reactome DB_ID: 157689	Protein558	
Complex240	Nuclear Pore Complex (NPC)	nuclear envelope	Reactome DB_ID: 157689	Protein559	
Complex240	Nuclear Pore Complex (NPC)	nuclear envelope	Reactome DB_ID: 157689	Protein560	
Complex240	Nuclear Pore Complex (NPC)	nuclear envelope	Reactome DB_ID: 157689	Protein561	
Complex240	Nuclear Pore Complex (NPC)	nuclear envelope	Reactome DB_ID: 157689	Protein562	
Complex241	Nup62 Complex	nuclear envelope	Reactome DB_ID: 157712	Protein538	
Complex241	Nup62 Complex	nuclear envelope	Reactome DB_ID: 157712	Protein539	
Complex241	Nup62 Complex	nuclear envelope	Reactome DB_ID: 157712	Protein540	
Complex241	Nup62 Complex	nuclear envelope	Reactome DB_ID: 157712	Protein541	
Complex242	Nup107 Complex	nuclear envelope	Reactome DB_ID: 157700	Protein542	
Complex242	Nup107 Complex	nuclear envelope	Reactome DB_ID: 157700	Protein543	
Complex242	Nup107 Complex	nuclear envelope	Reactome DB_ID: 157700	Protein544	
Complex242	Nup107 Complex	nuclear envelope	Reactome DB_ID: 157700	Protein545	
Complex242	Nup107 Complex	nuclear envelope	Reactome DB_ID: 157700	Protein546	
Complex243	Nuclear Pore Complex (p-2S,3T-NUP98)	nuclear envelope	Reactome DB_ID: 2990903	Protein532	
Complex243	Nuclear Pore Complex (p-2S,3T-NUP98)	nuclear envelope	Reactome DB_ID: 2990903	Protein533	
Complex243	Nuclear Pore Complex (p-2S,3T-NUP98)	nuclear envelope	Reactome DB_ID: 2990903	Protein534	
Complex243	Nuclear Pore Complex (p-2S,3T-NUP98)	nuclear envelope	Reactome DB_ID: 2990903	Protein535	
Complex243	Nuclear Pore Complex (p-2S,3T-NUP98)	nuclear envelope	Reactome DB_ID: 2990903	Protein536	
Complex243	Nuclear Pore Complex (p-2S,3T-NUP98)	nuclear envelope	Reactome DB_ID: 2990903	Protein537	
Complex243	Nuclear Pore Complex (p-2S,3T-NUP98)	nuclear envelope	Reactome DB_ID: 2990903	Complex241	
Complex243	Nuclear Pore Complex (p-2S,3T-NUP98)	nuclear envelope	Reactome DB_ID: 2990903	Complex242	
Complex243	Nuclear Pore Complex (p-2S,3T-NUP98)	nuclear envelope	Reactome DB_ID: 2990903	Protein547	
Complex243	Nuclear Pore Complex (p-2S,3T-NUP98)	nuclear envelope	Reactome DB_ID: 2990903	Protein548	
Complex243	Nuclear Pore Complex (p-2S,3T-NUP98)	nuclear envelope	Reactome DB_ID: 2990903	Protein552	
Complex243	Nuclear Pore Complex (p-2S,3T-NUP98)	nuclear envelope	Reactome DB_ID: 2990903	Protein553	
Complex243	Nuclear Pore Complex (p-2S,3T-NUP98)	nuclear envelope	Reactome DB_ID: 2990903	Protein554	
Complex243	Nuclear Pore Complex (p-2S,3T-NUP98)	nuclear envelope	Reactome DB_ID: 2990903	Protein555	
Complex243	Nuclear Pore Complex (p-2S,3T-NUP98)	nuclear envelope	Reactome DB_ID: 2990903	Protein556	
Complex243	Nuclear Pore Complex (p-2S,3T-NUP98)	nuclear envelope	Reactome DB_ID: 2990903	Protein563	
Complex243	Nuclear Pore Complex (p-2S,3T-NUP98)	nuclear envelope	Reactome DB_ID: 2990903	Protein557	
Complex243	Nuclear Pore Complex (p-2S,3T-NUP98)	nuclear envelope	Reactome DB_ID: 2990903	Protein558	
Complex243	Nuclear Pore Complex (p-2S,3T-NUP98)	nuclear envelope	Reactome DB_ID: 2990903	Protein559	
Complex243	Nuclear Pore Complex (p-2S,3T-NUP98)	nuclear envelope	Reactome DB_ID: 2990903	Protein560	
Complex243	Nuclear Pore Complex (p-2S,3T-NUP98)	nuclear envelope	Reactome DB_ID: 2990903	Protein561	
Complex243	Nuclear Pore Complex (p-2S,3T-NUP98)	nuclear envelope	Reactome DB_ID: 2990903	Protein562	
Complex244	Partially Disassembled NPC	nuclear envelope	Reactome DB_ID: 2990888	Protein532	
Complex244	Partially Disassembled NPC	nuclear envelope	Reactome DB_ID: 2990888	Protein533	
Complex244	Partially Disassembled NPC	nuclear envelope	Reactome DB_ID: 2990888	Protein534	
Complex244	Partially Disassembled NPC	nuclear envelope	Reactome DB_ID: 2990888	Protein535	
Complex244	Partially Disassembled NPC	nuclear envelope	Reactome DB_ID: 2990888	Protein536	
Complex244	Partially Disassembled NPC	nuclear envelope	Reactome DB_ID: 2990888	Protein537	
Complex244	Partially Disassembled NPC	nuclear envelope	Reactome DB_ID: 2990888	Complex241	
Complex244	Partially Disassembled NPC	nuclear envelope	Reactome DB_ID: 2990888	Complex242	
Complex244	Partially Disassembled NPC	nuclear envelope	Reactome DB_ID: 2990888	Protein547	
Complex244	Partially Disassembled NPC	nuclear envelope	Reactome DB_ID: 2990888	Protein548	
Complex244	Partially Disassembled NPC	nuclear envelope	Reactome DB_ID: 2990888	Protein552	
Complex244	Partially Disassembled NPC	nuclear envelope	Reactome DB_ID: 2990888	Protein553	
Complex244	Partially Disassembled NPC	nuclear envelope	Reactome DB_ID: 2990888	Protein554	
Complex244	Partially Disassembled NPC	nuclear envelope	Reactome DB_ID: 2990888	Protein555	
Complex244	Partially Disassembled NPC	nuclear envelope	Reactome DB_ID: 2990888	Protein556	
Complex244	Partially Disassembled NPC	nuclear envelope	Reactome DB_ID: 2990888	Protein557	
Complex244	Partially Disassembled NPC	nuclear envelope	Reactome DB_ID: 2990888	Protein558	
Complex244	Partially Disassembled NPC	nuclear envelope	Reactome DB_ID: 2990888	Protein559	
Complex244	Partially Disassembled NPC	nuclear envelope	Reactome DB_ID: 2990888	Protein560	
Complex244	Partially Disassembled NPC	nuclear envelope	Reactome DB_ID: 2990888	Protein561	
Complex244	Partially Disassembled NPC	nuclear envelope	Reactome DB_ID: 2990888	Protein562	
Complex245	EMD/TMPO/LEMD3/LEMD2:Lamin dimers:BANF1:Chromatin	nuclear envelope	Reactome DB_ID: 2993900	Complex246	
Complex245	EMD/TMPO/LEMD3/LEMD2:Lamin dimers:BANF1:Chromatin	nuclear envelope	Reactome DB_ID: 2993900	PhysicalEntity41	
Complex245	EMD/TMPO/LEMD3/LEMD2:Lamin dimers:BANF1:Chromatin	nuclear envelope	Reactome DB_ID: 2993900	Complex249	
Complex245	EMD/TMPO/LEMD3/LEMD2:Lamin dimers:BANF1:Chromatin	nuclear envelope	Reactome DB_ID: 2993900	Protein576	
Complex247	LMNA-1:LMNA-2	nucleoplasm	Reactome DB_ID: 2993891	Protein572	
Complex247	LMNA-1:LMNA-2	nucleoplasm	Reactome DB_ID: 2993891	Protein573	
Complex248	LMNAB1	nucleoplasm	Reactome DB_ID: 2993894	Protein574	
Complex249	BANF1	nucleoplasm	Reactome DB_ID: 2993914	Protein575	
Complex25	DDK	nucleoplasm	Reactome DB_ID: 68388	Protein111	
Complex25	DDK	nucleoplasm	Reactome DB_ID: 68388	Protein112	
Complex250	p-T2,T3,S4-BANF1	nucleoplasm	Reactome DB_ID: 2993912	Protein581	
Complex251	EMD/TMPO/LEMD3/LEMD2:Lamin dimers	nuclear envelope	Reactome DB_ID: 2993911	Complex246	
Complex251	EMD/TMPO/LEMD3/LEMD2:Lamin dimers	nuclear envelope	Reactome DB_ID: 2993911	Protein576	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	Protein424	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	Protein585	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	Protein391	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	Protein586	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	Protein587	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	Complex253	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	Protein428	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	Protein588	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	Protein589	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	Protein134	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	PhysicalEntity42	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	Protein406	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	Protein590	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	Protein591	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	Complex254	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	Protein595	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	Protein596	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	Protein597	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	Protein598	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	Complex255	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	Protein613	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	Protein614	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	Complex258	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	Protein619	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	Protein616	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	Protein620	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	Protein482	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	Protein444	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	Protein621	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	Protein622	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	Protein623	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	Protein624	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	Complex259	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	Protein636	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	Complex260	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	Protein646	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	Protein647	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	Complex261	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	Protein420	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	Protein657	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	Protein658	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	Protein560	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	Protein131	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	Protein659	
Complex252	Kinetochore	cytosol	Reactome DB_ID: 375305	Protein660	
Complex253	Mitotic checkpoint complex	cytosol	Reactome DB_ID: 377882	Protein132	
Complex253	Mitotic checkpoint complex	cytosol	Reactome DB_ID: 377882	Protein135	
Complex253	Mitotic checkpoint complex	cytosol	Reactome DB_ID: 377882	Protein134	
Complex253	Mitotic checkpoint complex	cytosol	Reactome DB_ID: 377882	Protein136	
Complex254	RZZ complex	cytosol	Reactome DB_ID: 377885	Protein592	
Complex254	RZZ complex	cytosol	Reactome DB_ID: 377885	Protein593	
Complex254	RZZ complex	cytosol	Reactome DB_ID: 377885	Protein594	
Complex255	CCAN network	cytosol	Reactome DB_ID: 377738	Complex256	
Complex255	CCAN network	cytosol	Reactome DB_ID: 377738	Protein604	
Complex255	CCAN network	cytosol	Reactome DB_ID: 377738	Protein605	
Complex255	CCAN network	cytosol	Reactome DB_ID: 377738	Protein606	
Complex255	CCAN network	cytosol	Reactome DB_ID: 377738	Protein607	
Complex255	CCAN network	cytosol	Reactome DB_ID: 377738	Complex257	
Complex255	CCAN network	cytosol	Reactome DB_ID: 377738	Protein611	
Complex255	CCAN network	cytosol	Reactome DB_ID: 377738	Protein612	
Complex256	CENP-O complex	cytosol	Reactome DB_ID: 377886	Protein599	
Complex256	CENP-O complex	cytosol	Reactome DB_ID: 377886	Protein600	
Complex256	CENP-O complex	cytosol	Reactome DB_ID: 377886	Protein601	
Complex256	CENP-O complex	cytosol	Reactome DB_ID: 377886	Protein602	
Complex256	CENP-O complex	cytosol	Reactome DB_ID: 377886	Protein603	
Complex257	CENP-(H,I, K) complex	cytosol	Reactome DB_ID: 377884	Protein608	
Complex257	CENP-(H,I, K) complex	cytosol	Reactome DB_ID: 377884	Protein609	
Complex257	CENP-(H,I, K) complex	cytosol	Reactome DB_ID: 377884	Protein610	
Complex258	Chromosome passenger complex	cytosol	Reactome DB_ID: 377879	Protein615	
Complex258	Chromosome passenger complex	cytosol	Reactome DB_ID: 377879	Protein616	
Complex258	Chromosome passenger complex	cytosol	Reactome DB_ID: 377879	Protein617	
Complex258	Chromosome passenger complex	cytosol	Reactome DB_ID: 377879	Protein618	
Complex259	PP2A	cytosol	Reactome DB_ID: 196206	Protein625	
Complex259	PP2A	cytosol	Reactome DB_ID: 196206	Protein628	
Complex259	PP2A	cytosol	Reactome DB_ID: 196206	Protein630	
Complex26	Mcm10:active pre-replicative complex	nucleoplasm	Reactome DB_ID: 156564	Complex27	
Complex26	Mcm10:active pre-replicative complex	nucleoplasm	Reactome DB_ID: 156564	Protein127	
Complex260	Nup107-160 complex	cytosol	Reactome DB_ID: 377883	Protein637	
Complex260	Nup107-160 complex	cytosol	Reactome DB_ID: 377883	Protein638	
Complex260	Nup107-160 complex	cytosol	Reactome DB_ID: 377883	Protein639	
Complex260	Nup107-160 complex	cytosol	Reactome DB_ID: 377883	Protein640	
Complex260	Nup107-160 complex	cytosol	Reactome DB_ID: 377883	Protein641	
Complex260	Nup107-160 complex	cytosol	Reactome DB_ID: 377883	Protein642	
Complex260	Nup107-160 complex	cytosol	Reactome DB_ID: 377883	Protein643	
Complex260	Nup107-160 complex	cytosol	Reactome DB_ID: 377883	Protein644	
Complex260	Nup107-160 complex	cytosol	Reactome DB_ID: 377883	Protein645	
Complex261	KMN network	cytosol	Reactome DB_ID: 377745	Complex262	
Complex261	KMN network	cytosol	Reactome DB_ID: 377745	Protein652	
Complex261	KMN network	cytosol	Reactome DB_ID: 377745	Complex263	
Complex262	NDC80 complex	cytosol	Reactome DB_ID: 375444	Protein648	
Complex262	NDC80 complex	cytosol	Reactome DB_ID: 375444	Protein649	
Complex262	NDC80 complex	cytosol	Reactome DB_ID: 375444	Protein650	
Complex262	NDC80 complex	cytosol	Reactome DB_ID: 375444	Protein651	
Complex263	Mis12 complex	cytosol	Reactome DB_ID: 375441	Protein653	
Complex263	Mis12 complex	cytosol	Reactome DB_ID: 375441	Protein654	
Complex263	Mis12 complex	cytosol	Reactome DB_ID: 375441	Protein655	
Complex263	Mis12 complex	cytosol	Reactome DB_ID: 375441	Protein656	
Complex264	Microtubule-bound kinetochore	cytosol	Reactome DB_ID: 375303	Complex252	
Complex264	Microtubule-bound kinetochore	cytosol	Reactome DB_ID: 375303	PhysicalEntity36	
Complex265	Sister Chromosomal Arms:Ac-Cohesin:PDS5:p-CDCA5:WAPAL	chromosome	Reactome DB_ID: 2468274	Complex266	
Complex265	Sister Chromosomal Arms:Ac-Cohesin:PDS5:p-CDCA5:WAPAL	chromosome	Reactome DB_ID: 2468274	PhysicalEntity23	
Complex266	Ac-Cohesin:PDS5:p-CDCA5:WAPAL	chromosome	Reactome DB_ID: 2468272	Protein351	
Complex266	Ac-Cohesin:PDS5:p-CDCA5:WAPAL	chromosome	Reactome DB_ID: 2468272	Complex144	
Complex266	Ac-Cohesin:PDS5:p-CDCA5:WAPAL	chromosome	Reactome DB_ID: 2468272	Protein661	
Complex266	Ac-Cohesin:PDS5:p-CDCA5:WAPAL	chromosome	Reactome DB_ID: 2468272	Protein358	
Complex267	Sister Chromosomal Arms:p-STAG2,RAD21-Ac-Cohesin:PDS5:p-CDCA5:WAPAL	chromosome	Reactome DB_ID: 1638805	PhysicalEntity23	
Complex267	Sister Chromosomal Arms:p-STAG2,RAD21-Ac-Cohesin:PDS5:p-CDCA5:WAPAL	chromosome	Reactome DB_ID: 1638805	Complex268	
Complex268	p-STAG2,RAD21-Ac-Cohesin:PDS5:p-CDCA5:WAPAL	chromosome	Reactome DB_ID: 2484814	Protein351	
Complex268	p-STAG2,RAD21-Ac-Cohesin:PDS5:p-CDCA5:WAPAL	chromosome	Reactome DB_ID: 2484814	Complex269	
Complex268	p-STAG2,RAD21-Ac-Cohesin:PDS5:p-CDCA5:WAPAL	chromosome	Reactome DB_ID: 2484814	Protein661	
Complex268	p-STAG2,RAD21-Ac-Cohesin:PDS5:p-CDCA5:WAPAL	chromosome	Reactome DB_ID: 2484814	Protein358	
Complex269	p-STAG2,RAD21-Ac-Cohesin	chromosome	Reactome DB_ID: 1638794	Protein352	
Complex269	p-STAG2,RAD21-Ac-Cohesin	chromosome	Reactome DB_ID: 1638794	Protein354	
Complex269	p-STAG2,RAD21-Ac-Cohesin	chromosome	Reactome DB_ID: 1638794	Protein662	
Complex269	p-STAG2,RAD21-Ac-Cohesin	chromosome	Reactome DB_ID: 1638794	Protein663	
Complex269	p-STAG2,RAD21-Ac-Cohesin	chromosome	Reactome DB_ID: 1638794	Protein356	
Complex27	active pre-replicative complex	nucleoplasm	Reactome DB_ID: 156562	Complex28	
Complex27	active pre-replicative complex	nucleoplasm	Reactome DB_ID: 156562	Complex29	
Complex270	p-Ac-Cohesin:PDS5:WAPAL	cytosol	Reactome DB_ID: 2484812	Complex271	
Complex270	p-Ac-Cohesin:PDS5:WAPAL	cytosol	Reactome DB_ID: 2484812	Protein670	
Complex270	p-Ac-Cohesin:PDS5:WAPAL	cytosol	Reactome DB_ID: 2484812	Protein673	
Complex271	p-Ac-Cohesin	cytosol	Reactome DB_ID: 2484807	Protein665	
Complex271	p-Ac-Cohesin	cytosol	Reactome DB_ID: 2484807	Protein666	
Complex271	p-Ac-Cohesin	cytosol	Reactome DB_ID: 2484807	Protein667	
Complex271	p-Ac-Cohesin	cytosol	Reactome DB_ID: 2484807	Protein668	
Complex271	p-Ac-Cohesin	cytosol	Reactome DB_ID: 2484807	Protein669	
Complex272	p-Cohesin:PDS5:WAPAL	cytosol	Reactome DB_ID: 2545249	Protein670	
Complex272	p-Cohesin:PDS5:WAPAL	cytosol	Reactome DB_ID: 2545249	Complex273	
Complex272	p-Cohesin:PDS5:WAPAL	cytosol	Reactome DB_ID: 2545249	Protein673	
Complex273	p-Cohesin	cytosol	Reactome DB_ID: 2545252	Protein666	
Complex273	p-Cohesin	cytosol	Reactome DB_ID: 2545252	Protein674	
Complex273	p-Cohesin	cytosol	Reactome DB_ID: 2545252	Protein667	
Complex273	p-Cohesin	cytosol	Reactome DB_ID: 2545252	Protein668	
Complex273	p-Cohesin	cytosol	Reactome DB_ID: 2545252	Protein669	
Complex274	Ac-Cohesin:PDS5:CDCA5:WAPAL:Sister Centromeres:Kinetochores:Microtubules	chromosome, centromeric region	Reactome DB_ID: 2484819	Complex275	
Complex274	Ac-Cohesin:PDS5:CDCA5:WAPAL:Sister Centromeres:Kinetochores:Microtubules	chromosome, centromeric region	Reactome DB_ID: 2484819	Complex276	
Complex274	Ac-Cohesin:PDS5:CDCA5:WAPAL:Sister Centromeres:Kinetochores:Microtubules	chromosome, centromeric region	Reactome DB_ID: 2484819	PhysicalEntity36	
Complex275	Sister Centromere:Kinetochore	chromosome, centromeric region	Reactome DB_ID: 2484816	Complex252	
Complex275	Sister Centromere:Kinetochore	chromosome, centromeric region	Reactome DB_ID: 2484816	PhysicalEntity24	
Complex276	Ac-Cohesin:PDS5:WAPAL:Centromere:Kinetochore	chromosome, centromeric region	Reactome DB_ID: 2484817	Complex275	
Complex276	Ac-Cohesin:PDS5:WAPAL:Centromere:Kinetochore	chromosome, centromeric region	Reactome DB_ID: 2484817	Complex147	
Complex277	Ac-Cohesin:PDS5:p-CDCA5:WAPAL:Sister Centromeres:Kinetochores:Microtubules	chromosome, centromeric region	Reactome DB_ID: 2468282	Protein362	
Complex277	Ac-Cohesin:PDS5:p-CDCA5:WAPAL:Sister Centromeres:Kinetochores:Microtubules	chromosome, centromeric region	Reactome DB_ID: 2468282	Protein679	
Complex277	Ac-Cohesin:PDS5:p-CDCA5:WAPAL:Sister Centromeres:Kinetochores:Microtubules	chromosome, centromeric region	Reactome DB_ID: 2468282	Protein363	
Complex277	Ac-Cohesin:PDS5:p-CDCA5:WAPAL:Sister Centromeres:Kinetochores:Microtubules	chromosome, centromeric region	Reactome DB_ID: 2468282	PhysicalEntity24	
Complex277	Ac-Cohesin:PDS5:p-CDCA5:WAPAL:Sister Centromeres:Kinetochores:Microtubules	chromosome, centromeric region	Reactome DB_ID: 2468282	Complex264	
Complex277	Ac-Cohesin:PDS5:p-CDCA5:WAPAL:Sister Centromeres:Kinetochores:Microtubules	chromosome, centromeric region	Reactome DB_ID: 2468282	Complex148	
Complex278	p-STAG2,RAD21-Ac-Cohesin:PDS5:p-CDCA5:WAPAL:Sister Centromeres:Kinetochores:Microtubules	chromosome, centromeric region	Reactome DB_ID: 1638796	Protein362	
Complex278	p-STAG2,RAD21-Ac-Cohesin:PDS5:p-CDCA5:WAPAL:Sister Centromeres:Kinetochores:Microtubules	chromosome, centromeric region	Reactome DB_ID: 1638796	Protein679	
Complex278	p-STAG2,RAD21-Ac-Cohesin:PDS5:p-CDCA5:WAPAL:Sister Centromeres:Kinetochores:Microtubules	chromosome, centromeric region	Reactome DB_ID: 1638796	Protein363	
Complex278	p-STAG2,RAD21-Ac-Cohesin:PDS5:p-CDCA5:WAPAL:Sister Centromeres:Kinetochores:Microtubules	chromosome, centromeric region	Reactome DB_ID: 1638796	PhysicalEntity24	
Complex278	p-STAG2,RAD21-Ac-Cohesin:PDS5:p-CDCA5:WAPAL:Sister Centromeres:Kinetochores:Microtubules	chromosome, centromeric region	Reactome DB_ID: 1638796	Complex264	
Complex278	p-STAG2,RAD21-Ac-Cohesin:PDS5:p-CDCA5:WAPAL:Sister Centromeres:Kinetochores:Microtubules	chromosome, centromeric region	Reactome DB_ID: 1638796	Complex279	
Complex279	p-STAG2,RAD21-Ac-Cohesin	chromosome, centromeric region	Reactome DB_ID: 2484809	Protein366	
Complex279	p-STAG2,RAD21-Ac-Cohesin	chromosome, centromeric region	Reactome DB_ID: 2484809	Protein367	
Complex279	p-STAG2,RAD21-Ac-Cohesin	chromosome, centromeric region	Reactome DB_ID: 2484809	Protein680	
Complex279	p-STAG2,RAD21-Ac-Cohesin	chromosome, centromeric region	Reactome DB_ID: 2484809	Protein681	
Complex279	p-STAG2,RAD21-Ac-Cohesin	chromosome, centromeric region	Reactome DB_ID: 2484809	Protein370	
Complex28	Mcm2-7 complex	nucleoplasm	Reactome DB_ID: 68558	Protein113	
Complex28	Mcm2-7 complex	nucleoplasm	Reactome DB_ID: 68558	Protein114	
Complex28	Mcm2-7 complex	nucleoplasm	Reactome DB_ID: 68558	Protein115	
Complex28	Mcm2-7 complex	nucleoplasm	Reactome DB_ID: 68558	Protein116	
Complex28	Mcm2-7 complex	nucleoplasm	Reactome DB_ID: 68558	Protein117	
Complex28	Mcm2-7 complex	nucleoplasm	Reactome DB_ID: 68558	Protein118	
Complex280	p-RAD21-Ac-Cohesin:PDS5:p-CDCA5:WAPAL:Sister Centromeres:Kinetochores:Microtubules	chromosome, centromeric region	Reactome DB_ID: 2500242	Protein362	
Complex280	p-RAD21-Ac-Cohesin:PDS5:p-CDCA5:WAPAL:Sister Centromeres:Kinetochores:Microtubules	chromosome, centromeric region	Reactome DB_ID: 2500242	Protein679	
Complex280	p-RAD21-Ac-Cohesin:PDS5:p-CDCA5:WAPAL:Sister Centromeres:Kinetochores:Microtubules	chromosome, centromeric region	Reactome DB_ID: 2500242	Protein363	
Complex280	p-RAD21-Ac-Cohesin:PDS5:p-CDCA5:WAPAL:Sister Centromeres:Kinetochores:Microtubules	chromosome, centromeric region	Reactome DB_ID: 2500242	PhysicalEntity24	
Complex280	p-RAD21-Ac-Cohesin:PDS5:p-CDCA5:WAPAL:Sister Centromeres:Kinetochores:Microtubules	chromosome, centromeric region	Reactome DB_ID: 2500242	Complex264	
Complex280	p-RAD21-Ac-Cohesin:PDS5:p-CDCA5:WAPAL:Sister Centromeres:Kinetochores:Microtubules	chromosome, centromeric region	Reactome DB_ID: 2500242	Complex281	
Complex281	p-RAD21-Ac-Cohesin	chromosome, centromeric region	Reactome DB_ID: 2500251	Protein366	
Complex281	p-RAD21-Ac-Cohesin	chromosome, centromeric region	Reactome DB_ID: 2500251	Protein367	
